match_id,division,date,home_team,away_team,home_goals,away_goals,result,ht_home_goals,ht_away_goals,ht_result,referee,home_shots,away_shots,home_shots_target,away_shots_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red,odds_b365_home,odds_b365_draw,odds_b365_away,odds_avg_home,odds_avg_draw,odds_avg_away,season
1,E0,1993-08-14,Arsenal,Coventry,0,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
2,E0,1993-08-14,Aston Villa,QPR,4,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
3,E0,1993-08-14,Chelsea,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
4,E0,1993-08-14,Liverpool,Sheffield Weds,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
5,E0,1993-08-14,Man City,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
6,E0,1993-08-14,Newcastle,Tottenham,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
7,E0,1993-08-14,Oldham,Ipswich,0,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
8,E0,1993-08-14,Sheffield United,Swindon,3,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
9,E0,1993-08-14,Southampton,Everton,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
10,E0,1993-08-14,West Ham,Wimbledon,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
11,E0,1993-08-15,Norwich,Man United,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
12,E0,1993-08-16,Tottenham,Arsenal,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
16,E0,1993-08-17,Wimbledon,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
15,E0,1993-08-17,Leeds,West Ham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
14,E0,1993-08-17,Ipswich,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
13,E0,1993-08-17,Everton,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
17,E0,1993-08-18,Blackburn,Norwich,2,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
18,E0,1993-08-18,Coventry,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
19,E0,1993-08-18,Man United,Sheffield United,3,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
20,E0,1993-08-18,QPR,Liverpool,1,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
21,E0,1993-08-18,Sheffield Weds,Aston Villa,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
22,E0,1993-08-18,Swindon,Oldham,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
32,E0,1993-08-21,Wimbledon,Aston Villa,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
31,E0,1993-08-21,Tottenham,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
30,E0,1993-08-21,Sheffield Weds,Arsenal,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
29,E0,1993-08-21,QPR,Southampton,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
28,E0,1993-08-21,Man United,Newcastle,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
25,E0,1993-08-21,Everton,Sheffield United,4,2,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
26,E0,1993-08-21,Ipswich,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
24,E0,1993-08-21,Coventry,West Ham,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
23,E0,1993-08-21,Blackburn,Oldham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
27,E0,1993-08-21,Leeds,Norwich,0,4,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
33,E0,1993-08-22,Swindon,Liverpool,0,5,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
34,E0,1993-08-23,Aston Villa,Man United,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
35,E0,1993-08-24,Arsenal,Leeds,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
36,E0,1993-08-24,Man City,Blackburn,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
37,E0,1993-08-24,Oldham,Coventry,3,3,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
38,E0,1993-08-24,Sheffield United,Wimbledon,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
44,E0,1993-08-25,West Ham,Sheffield Weds,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
43,E0,1993-08-25,Southampton,Swindon,5,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
42,E0,1993-08-25,Norwich,Ipswich,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
39,E0,1993-08-25,Chelsea,QPR,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
40,E0,1993-08-25,Liverpool,Tottenham,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
41,E0,1993-08-25,Newcastle,Everton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
45,E0,1993-08-27,Man City,Coventry,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
52,E0,1993-08-28,Sheffield United,Ipswich,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
54,E0,1993-08-28,West Ham,QPR,0,4,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
53,E0,1993-08-28,Southampton,Man United,1,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
51,E0,1993-08-28,Oldham,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
46,E0,1993-08-28,Arsenal,Everton,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
49,E0,1993-08-28,Liverpool,Leeds,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
47,E0,1993-08-28,Aston Villa,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
50,E0,1993-08-28,Norwich,Swindon,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
48,E0,1993-08-28,Chelsea,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
55,E0,1993-08-29,Newcastle,Blackburn,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
56,E0,1993-08-30,Leeds,Oldham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
57,E0,1993-08-31,Everton,Aston Villa,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
58,E0,1993-08-31,Ipswich,Newcastle,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
59,E0,1993-08-31,Wimbledon,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
62,E0,1993-09-01,Man United,West Ham,3,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
66,E0,1993-09-01,Tottenham,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
65,E0,1993-09-01,Swindon,Man City,1,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
64,E0,1993-09-01,Sheffield Weds,Norwich,3,3,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
60,E0,1993-09-01,Blackburn,Arsenal,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
61,E0,1993-09-01,Coventry,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
63,E0,1993-09-01,QPR,Sheffield United,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
72,E0,1993-09-11,Oldham,Everton,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
74,E0,1993-09-11,Southampton,Leeds,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
73,E0,1993-09-11,Sheffield United,Tottenham,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
75,E0,1993-09-11,West Ham,Swindon,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
71,E0,1993-09-11,Norwich,Wimbledon,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
69,E0,1993-09-11,Chelsea,Man United,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
68,E0,1993-09-11,Aston Villa,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
67,E0,1993-09-11,Arsenal,Ipswich,4,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
70,E0,1993-09-11,Man City,QPR,3,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
76,E0,1993-09-12,Liverpool,Blackburn,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
77,E0,1993-09-13,Newcastle,Sheffield Weds,4,2,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
86,E0,1993-09-18,Tottenham,Oldham,5,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
85,E0,1993-09-18,Swindon,Newcastle,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
84,E0,1993-09-18,Sheffield Weds,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
83,E0,1993-09-18,QPR,Norwich,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
82,E0,1993-09-18,Leeds,Sheffield United,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
80,E0,1993-09-18,Everton,Liverpool,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
79,E0,1993-09-18,Coventry,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
78,E0,1993-09-18,Blackburn,West Ham,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
81,E0,1993-09-18,Ipswich,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
87,E0,1993-09-19,Man United,Arsenal,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
88,E0,1993-09-20,Wimbledon,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
94,E0,1993-09-25,Man United,Swindon,4,2,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
97,E0,1993-09-25,Sheffield United,Man City,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
96,E0,1993-09-25,Oldham,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
93,E0,1993-09-25,Everton,Norwich,1,5,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
95,E0,1993-09-25,Newcastle,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
91,E0,1993-09-25,Chelsea,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
92,E0,1993-09-25,Coventry,Leeds,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
90,E0,1993-09-25,Blackburn,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
89,E0,1993-09-25,Arsenal,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
98,E0,1993-09-26,Ipswich,Tottenham,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
99,E0,1993-09-27,Wimbledon,QPR,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
108,E0,1993-10-02,West Ham,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
107,E0,1993-10-02,Swindon,Blackburn,1,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
106,E0,1993-10-02,Southampton,Sheffield United,3,3,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
105,E0,1993-10-02,Sheffield Weds,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
104,E0,1993-10-02,QPR,Ipswich,3,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
103,E0,1993-10-02,Norwich,Coventry,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
102,E0,1993-10-02,Liverpool,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
101,E0,1993-10-02,Leeds,Wimbledon,4,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
100,E0,1993-10-02,Aston Villa,Newcastle,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
109,E0,1993-10-03,Tottenham,Everton,3,2,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
110,E0,1993-10-04,Man City,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
119,E0,1993-10-16,West Ham,Aston Villa,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
118,E0,1993-10-16,Swindon,Everton,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
116,E0,1993-10-16,Newcastle,QPR,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
115,E0,1993-10-16,Man United,Tottenham,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
117,E0,1993-10-16,Sheffield Weds,Wimbledon,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
113,E0,1993-10-16,Coventry,Southampton,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
112,E0,1993-10-16,Chelsea,Norwich,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
111,E0,1993-10-16,Arsenal,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
114,E0,1993-10-16,Liverpool,Oldham,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
120,E0,1993-10-17,Ipswich,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
121,E0,1993-10-18,Blackburn,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
130,E0,1993-10-23,Tottenham,Swindon,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
129,E0,1993-10-23,Sheffield United,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
127,E0,1993-10-23,Oldham,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
126,E0,1993-10-23,Norwich,West Ham,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
128,E0,1993-10-23,QPR,Coventry,5,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
124,E0,1993-10-23,Leeds,Blackburn,3,3,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
123,E0,1993-10-23,Everton,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
122,E0,1993-10-23,Aston Villa,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
125,E0,1993-10-23,Man City,Liverpool,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
131,E0,1993-10-24,Southampton,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
132,E0,1993-10-25,Wimbledon,Ipswich,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
140,E0,1993-10-30,Sheffield Weds,Leeds,3,3,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
133,E0,1993-10-30,Arsenal,Norwich,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
134,E0,1993-10-30,Blackburn,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
135,E0,1993-10-30,Chelsea,Oldham,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
136,E0,1993-10-30,Ipswich,Everton,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
137,E0,1993-10-30,Liverpool,Southampton,4,2,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
138,E0,1993-10-30,Man United,QPR,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
139,E0,1993-10-30,Newcastle,Wimbledon,4,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
141,E0,1993-10-30,Swindon,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
142,E0,1993-10-31,Coventry,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
143,E0,1993-11-01,West Ham,Man City,3,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
144,E0,1993-11-06,Arsenal,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
145,E0,1993-11-06,Coventry,Everton,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
146,E0,1993-11-06,Ipswich,Sheffield Weds,1,4,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
147,E0,1993-11-06,Leeds,Chelsea,4,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
148,E0,1993-11-06,Liverpool,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
149,E0,1993-11-06,QPR,Blackburn,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
150,E0,1993-11-06,Sheffield United,Norwich,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
151,E0,1993-11-06,Southampton,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
152,E0,1993-11-06,Wimbledon,Swindon,3,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
153,E0,1993-11-07,Man City,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
154,E0,1993-11-08,Oldham,Newcastle,1,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
155,E0,1993-11-20,Aston Villa,Sheffield United,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
156,E0,1993-11-20,Blackburn,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
157,E0,1993-11-20,Chelsea,Arsenal,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
158,E0,1993-11-20,Everton,QPR,0,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
159,E0,1993-11-20,Man United,Wimbledon,3,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
160,E0,1993-11-20,Norwich,Man City,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
161,E0,1993-11-20,Sheffield Weds,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
162,E0,1993-11-20,Swindon,Ipswich,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
163,E0,1993-11-20,Tottenham,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
164,E0,1993-11-20,West Ham,Oldham,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
165,E0,1993-11-21,Newcastle,Liverpool,3,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
166,E0,1993-11-22,Chelsea,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
167,E0,1993-11-23,Blackburn,Coventry,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
168,E0,1993-11-23,Everton,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
169,E0,1993-11-24,Aston Villa,Southampton,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
170,E0,1993-11-24,Man United,Ipswich,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
171,E0,1993-11-24,Newcastle,Sheffield United,4,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
172,E0,1993-11-24,Sheffield Weds,Oldham,3,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
173,E0,1993-11-24,Swindon,QPR,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
174,E0,1993-11-24,Tottenham,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
175,E0,1993-11-24,West Ham,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
184,E0,1993-11-27,Wimbledon,Everton,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
183,E0,1993-11-27,Sheffield United,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
182,E0,1993-11-27,QPR,Tottenham,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
181,E0,1993-11-27,Oldham,Norwich,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
178,E0,1993-11-27,Ipswich,Blackburn,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
179,E0,1993-11-27,Leeds,Swindon,3,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
177,E0,1993-11-27,Coventry,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
176,E0,1993-11-27,Arsenal,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
180,E0,1993-11-27,Man City,Sheffield Weds,1,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
185,E0,1993-11-28,Liverpool,Aston Villa,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
186,E0,1993-11-29,Southampton,West Ham,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
193,E0,1993-12-04,Sheffield Weds,Liverpool,3,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
195,E0,1993-12-04,Tottenham,Newcastle,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
194,E0,1993-12-04,Swindon,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
192,E0,1993-12-04,QPR,Aston Villa,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
196,E0,1993-12-04,Wimbledon,West Ham,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
190,E0,1993-12-04,Leeds,Man City,3,2,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
187,E0,1993-12-04,Coventry,Arsenal,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
191,E0,1993-12-04,Man United,Norwich,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
189,E0,1993-12-04,Ipswich,Oldham,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
188,E0,1993-12-04,Everton,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
197,E0,1993-12-05,Blackburn,Chelsea,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
198,E0,1993-12-06,Arsenal,Tottenham,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
199,E0,1993-12-07,Oldham,Swindon,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
200,E0,1993-12-07,Sheffield United,Man United,0,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
201,E0,1993-12-08,Aston Villa,Sheffield Weds,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
202,E0,1993-12-08,Liverpool,QPR,3,2,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
203,E0,1993-12-08,Man City,Everton,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
204,E0,1993-12-08,Southampton,Ipswich,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
205,E0,1993-12-08,West Ham,Leeds,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
214,E0,1993-12-11,West Ham,Coventry,3,2,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
213,E0,1993-12-11,Southampton,QPR,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
212,E0,1993-12-11,Sheffield United,Everton,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
211,E0,1993-12-11,Oldham,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
208,E0,1993-12-11,Liverpool,Swindon,2,2,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
209,E0,1993-12-11,Man City,Tottenham,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
207,E0,1993-12-11,Chelsea,Ipswich,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
206,E0,1993-12-11,Aston Villa,Wimbledon,0,1,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
210,E0,1993-12-11,Newcastle,Man United,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
215,E0,1993-12-12,Arsenal,Sheffield Weds,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
216,E0,1993-12-13,Norwich,Leeds,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
223,E0,1993-12-18,Swindon,Southampton,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
225,E0,1993-12-18,Wimbledon,Sheffield United,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
224,E0,1993-12-18,Tottenham,Liverpool,3,3,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
222,E0,1993-12-18,Sheffield Weds,West Ham,5,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
220,E0,1993-12-18,Ipswich,Norwich,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
219,E0,1993-12-18,Everton,Newcastle,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
218,E0,1993-12-18,Coventry,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
217,E0,1993-12-18,Blackburn,Man City,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
221,E0,1993-12-18,Leeds,Arsenal,2,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
226,E0,1993-12-19,Man United,Aston Villa,3,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
227,E0,1993-12-22,Newcastle,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
228,E0,1993-12-26,Man United,Blackburn,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
229,E0,1993-12-26,Sheffield United,Liverpool,0,0,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
230,E0,1993-12-26,Wimbledon,Coventry,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
236,E0,1993-12-27,Tottenham,Norwich,1,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
235,E0,1993-12-27,Swindon,Arsenal,0,4,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
234,E0,1993-12-27,Southampton,Chelsea,3,1,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
232,E0,1993-12-27,Ipswich,West Ham,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
231,E0,1993-12-27,Everton,Sheffield Weds,0,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
233,E0,1993-12-27,QPR,Oldham,2,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
237,E0,1993-12-28,Chelsea,Newcastle,1,0,H,,,,,,,,,,,,,,,,,,,,,,,1993-1994
238,E0,1993-12-28,Liverpool,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
239,E0,1993-12-28,Man City,Southampton,1,1,D,,,,,,,,,,,,,,,,,,,,,,,1993-1994
240,E0,1993-12-28,West Ham,Tottenham,1,3,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
244,E0,1993-12-29,Norwich,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,,1993-1994
