match_id,division,date,home_team,away_team,home_goals,away_goals,result,ht_home_goals,ht_away_goals,ht_result,referee,home_shots,away_shots,home_shots_target,away_shots_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red,odds_b365_home,odds_b365_draw,odds_b365_away,odds_avg_home,odds_avg_draw,odds_avg_away,season
6675,E0,2008-11-08,Wigan,Stoke,0,0,D,0,0,D,M Riley,22,2,14,1,10,12,6,3,1,3,0,0,1.8,3.4,5,,,,2008-2009
6679,E0,2008-11-09,Man City,Tottenham,1,2,A,1,1,D,M Dean,9,14,7,9,12,13,4,5,1,2,2,1,2.25,3.3,3.3,,,,2008-2009
6678,E0,2008-11-09,Fulham,Newcastle,2,1,H,1,0,H,M Atkinson,11,13,6,7,13,11,6,1,2,2,0,0,2.38,3.25,3.1,,,,2008-2009
6676,E0,2008-11-09,Aston Villa,Middlesbrough,1,2,A,1,1,D,R Styles,14,15,9,8,13,5,7,4,2,2,0,0,1.7,3.8,5,,,,2008-2009
6677,E0,2008-11-09,Blackburn,Chelsea,0,2,A,0,1,A,C Foy,8,18,3,13,14,11,5,9,2,1,0,0,8,4.33,1.44,,,,2008-2009
6680,E0,2008-11-15,Arsenal,Aston Villa,0,2,A,0,0,D,M Riley,11,9,8,6,9,22,8,5,2,4,0,0,1.5,4,7,,,,2008-2009
6681,E0,2008-11-15,Blackburn,Sunderland,1,2,A,1,0,H,S Tanner,16,10,8,6,9,9,11,9,3,4,0,0,2,3.4,3.8,,,,2008-2009
6682,E0,2008-11-15,Bolton,Liverpool,0,2,A,0,1,A,R Styles,15,15,9,6,7,7,7,3,1,1,0,0,6,3.75,1.62,,,,2008-2009
6683,E0,2008-11-15,Fulham,Tottenham,2,1,H,1,0,H,A Wiley,16,7,14,3,2,10,10,3,1,0,0,0,3.3,3.3,2.25,,,,2008-2009
6684,E0,2008-11-15,Man United,Stoke,5,0,H,2,0,H,P Walton,21,3,15,1,5,15,3,0,1,2,0,0,1.14,7.5,23,,,,2008-2009
6685,E0,2008-11-15,Newcastle,Wigan,2,2,D,0,1,A,A Marriner,17,12,9,7,9,12,4,10,1,3,0,1,2.1,3.3,3.6,,,,2008-2009
6686,E0,2008-11-15,West Brom,Chelsea,0,3,A,0,3,A,S Bennett,13,15,3,9,7,10,3,10,0,3,0,0,12,5,1.3,,,,2008-2009
6687,E0,2008-11-15,West Ham,Portsmouth,0,0,D,0,0,D,M Atkinson,11,11,5,7,6,11,8,7,0,1,0,0,2.5,3.25,2.88,,,,2008-2009
6689,E0,2008-11-16,Hull,Man City,2,2,D,1,2,A,P Dowd,11,12,6,8,15,16,3,6,2,3,0,0,2.88,3.25,2.5,,,,2008-2009
6688,E0,2008-11-16,Everton,Middlesbrough,1,1,D,0,1,A,H Webb,15,11,7,3,11,13,11,1,0,2,0,0,1.83,3.5,4.5,,,,2008-2009
6696,E0,2008-11-22,Stoke,West Brom,1,0,H,0,0,D,L Mason,9,8,7,2,9,7,4,1,1,0,0,0,2.2,3.3,3.4,,,,2008-2009
6695,E0,2008-11-22,Portsmouth,Hull,2,2,D,1,0,H,S Attwell,14,13,7,6,13,13,7,7,2,1,0,0,1.8,3.6,4.5,,,,2008-2009
6694,E0,2008-11-22,Middlesbrough,Bolton,1,3,A,0,2,A,M Atkinson,18,11,5,5,10,15,8,0,2,5,0,0,1.91,3.4,4.33,,,,2008-2009
6690,E0,2008-11-22,Aston Villa,Man United,0,0,D,0,0,D,C Foy,10,12,7,7,12,15,3,6,1,0,0,0,5,3.6,1.73,,,,2008-2009
6692,E0,2008-11-22,Liverpool,Fulham,0,0,D,0,0,D,M Halsey,18,6,7,6,7,6,9,3,0,0,0,0,1.25,5.5,15,,,,2008-2009
6691,E0,2008-11-22,Chelsea,Newcastle,0,0,D,0,0,D,P Dowd,25,2,14,0,12,13,8,1,0,2,0,0,1.2,6,19,,,,2008-2009
6693,E0,2008-11-22,Man City,Arsenal,3,0,H,1,0,H,A Wiley,12,11,8,5,16,9,3,3,0,1,0,0,3.25,3.4,2.2,,,,2008-2009
6698,E0,2008-11-23,Tottenham,Blackburn,1,0,H,1,0,H,H Webb,16,9,7,6,15,15,6,6,2,3,0,1,1.73,3.75,4.75,,,,2008-2009
6697,E0,2008-11-23,Sunderland,West Ham,0,1,A,0,1,A,M Dean,17,10,6,5,13,16,4,2,2,1,0,0,2.1,3.4,3.5,,,,2008-2009
6699,E0,2008-11-24,Wigan,Everton,1,0,H,0,0,D,R Styles,12,7,6,2,8,7,3,3,0,0,0,0,2.5,3.3,2.88,,,,2008-2009
6704,E0,2008-11-29,Wigan,West Brom,2,1,H,0,0,D,P Dowd,17,17,9,9,10,7,6,8,0,2,0,0,1.73,3.6,5,,,,2008-2009
6703,E0,2008-11-29,Sunderland,Bolton,1,4,A,1,3,A,C Foy,14,11,9,6,9,6,5,6,4,0,0,0,2.25,3.3,3.3,,,,2008-2009
6701,E0,2008-11-29,Middlesbrough,Newcastle,0,0,D,0,0,D,A Wiley,14,10,7,5,9,7,7,2,1,1,0,0,2.2,3.3,3.4,,,,2008-2009
6700,E0,2008-11-29,Aston Villa,Fulham,0,0,D,0,0,D,M Jones,12,5,4,2,9,16,11,4,0,2,0,0,1.57,3.8,6.5,,,,2008-2009
6702,E0,2008-11-29,Stoke,Hull,1,1,D,0,1,A,K Stroud,10,6,5,5,17,20,5,3,2,3,0,0,2.4,3.4,2.88,,,,2008-2009
6705,E0,2008-11-30,Chelsea,Arsenal,1,2,A,1,0,H,M Dean,12,9,5,6,18,16,3,2,2,0,0,0,1.8,3.4,5,,,,2008-2009
6706,E0,2008-11-30,Man City,Man United,0,1,A,0,1,A,H Webb,10,12,1,8,17,15,3,8,2,5,0,1,4.33,3.6,1.83,,,,2008-2009
6707,E0,2008-11-30,Portsmouth,Blackburn,3,2,H,0,0,D,M Halsey,9,10,6,2,5,12,8,10,0,1,0,0,2.1,3.3,3.6,,,,2008-2009
6708,E0,2008-11-30,Tottenham,Everton,0,1,A,0,0,D,S Bennett,14,8,6,6,9,16,5,1,1,3,0,0,1.91,3.5,4,,,,2008-2009
6709,E0,2008-12-01,Liverpool,West Ham,0,0,D,0,0,D,P Walton,21,7,8,3,5,7,17,5,1,1,0,0,1.3,5,12,,,,2008-2009
6712,E0,2008-12-06,Bolton,Chelsea,0,2,A,0,2,A,H Webb,21,11,11,7,14,16,10,2,2,1,0,0,7,3.8,1.53,,,,2008-2009
6716,E0,2008-12-06,Newcastle,Stoke,2,2,D,2,0,H,M Riley,9,12,6,4,10,17,6,3,0,1,0,0,1.8,3.5,4.75,,,,2008-2009
6715,E0,2008-12-06,Man United,Sunderland,1,0,H,0,0,D,M Halsey,27,2,15,2,8,8,10,1,1,0,0,0,1.14,7.5,23,,,,2008-2009
6714,E0,2008-12-06,Hull,Middlesbrough,2,1,H,0,0,D,S Tanner,17,9,7,7,10,8,8,6,1,1,0,1,2.38,3.25,3.1,,,,2008-2009
6711,E0,2008-12-06,Blackburn,Liverpool,1,3,A,0,0,D,A Marriner,7,10,3,6,11,9,5,6,2,2,0,0,5.5,3.5,1.73,,,,2008-2009
6710,E0,2008-12-06,Arsenal,Wigan,1,0,H,1,0,H,S Bennett,11,10,4,4,13,13,8,3,1,2,0,0,1.33,4.75,11,,,,2008-2009
6713,E0,2008-12-06,Fulham,Man City,1,1,D,1,1,D,R Styles,12,15,8,7,6,5,9,7,2,1,0,0,2.6,3.2,2.8,,,,2008-2009
6718,E0,2008-12-07,West Brom,Portsmouth,1,1,D,1,0,H,M Dean,14,6,8,3,11,12,3,5,1,2,0,0,2.62,3.25,2.75,,,,2008-2009
6717,E0,2008-12-07,Everton,Aston Villa,2,3,A,1,1,D,M Atkinson,12,5,7,5,18,16,10,6,2,1,0,0,2.62,3.25,2.75,,,,2008-2009
6719,E0,2008-12-08,West Ham,Tottenham,0,2,A,0,0,D,C Foy,11,17,4,12,13,16,7,5,2,0,0,0,2.75,3.25,2.62,,,,2008-2009
6727,E0,2008-12-13,Wigan,Blackburn,3,0,H,2,0,H,H Webb,10,11,5,4,9,14,6,9,1,1,0,0,2.1,3.3,3.6,,,,2008-2009
6725,E0,2008-12-13,Sunderland,West Brom,4,0,H,3,0,H,L Mason,16,14,10,6,8,14,1,11,1,2,0,0,2,3.4,3.8,,,,2008-2009
6724,E0,2008-12-13,Stoke,Fulham,0,0,D,0,0,D,S Attwell,6,9,2,6,16,2,5,6,1,1,0,0,2.5,3.25,2.88,,,,2008-2009
6726,E0,2008-12-13,Tottenham,Man United,0,0,D,0,0,D,M Dean,11,15,6,12,10,9,4,14,1,1,0,0,4.5,3.5,1.83,,,,2008-2009
6722,E0,2008-12-13,Man City,Everton,0,1,A,0,0,D,M Halsey,7,11,4,4,10,7,5,7,0,1,0,0,2,3.4,3.8,,,,2008-2009
6721,E0,2008-12-13,Liverpool,Hull,2,2,D,2,2,D,A Wiley,22,9,10,3,12,8,8,4,3,3,0,0,1.33,5,10,,,,2008-2009
6720,E0,2008-12-13,Aston Villa,Bolton,4,2,H,2,1,H,L Probert,16,9,7,5,7,16,10,3,0,1,0,0,1.67,3.6,5.5,,,,2008-2009
6723,E0,2008-12-13,Middlesbrough,Arsenal,1,1,D,1,1,D,P Walton,8,17,3,11,8,11,5,10,0,1,0,0,4.5,3.6,1.8,,,,2008-2009
6728,E0,2008-12-14,Chelsea,West Ham,1,1,D,0,1,A,M Riley,19,4,12,2,13,20,9,4,3,2,0,0,1.25,5.5,15,,,,2008-2009
6729,E0,2008-12-14,Portsmouth,Newcastle,0,3,A,0,0,D,C Foy,18,10,6,5,15,5,8,5,4,1,0,0,2.05,3.2,3.4,,,,2008-2009
6730,E0,2008-12-20,Blackburn,Stoke,3,0,H,3,0,H,P Walton,10,14,9,4,13,11,3,7,0,2,0,0,1.83,3.5,4.5,,,,2008-2009
6731,E0,2008-12-20,Bolton,Portsmouth,2,1,H,2,1,H,M Atkinson,19,8,10,5,14,16,6,3,1,1,0,0,2.2,3.25,3.4,,,,2008-2009
6732,E0,2008-12-20,Fulham,Middlesbrough,3,0,H,1,0,H,K Stroud,19,12,13,5,12,7,6,4,0,2,0,0,2.2,3.25,3.5,,,,2008-2009
6733,E0,2008-12-20,Hull,Sunderland,1,4,A,1,1,D,M Riley,14,15,8,6,20,10,6,6,3,1,1,0,2.1,3.25,3.75,,,,2008-2009
6734,E0,2008-12-20,West Ham,Aston Villa,0,1,A,0,0,D,M Halsey,17,10,13,4,7,10,7,6,2,1,0,0,3,3.4,2.37,,,,2008-2009
6737,E0,2008-12-21,West Brom,Man City,2,1,H,0,0,D,C Foy,12,11,7,7,10,9,5,7,2,1,0,0,3.25,3.3,2.25,,,,2008-2009
6736,E0,2008-12-21,Newcastle,Tottenham,2,1,H,1,1,D,A Marriner,7,11,4,6,9,7,4,7,3,2,0,0,2.37,3.4,3,,,,2008-2009
6735,E0,2008-12-21,Arsenal,Liverpool,1,1,D,1,1,D,H Webb,6,10,3,6,14,17,2,1,3,3,1,0,2.4,3.25,3,,,,2008-2009
6738,E0,2008-12-22,Everton,Chelsea,0,0,D,0,0,D,P Dowd,10,6,8,2,16,12,6,5,0,3,0,1,5,3.6,1.73,,,,2008-2009
6748,E0,2008-12-26,Wigan,Newcastle,2,1,H,1,0,H,M Dean,11,5,5,3,14,11,7,4,2,3,0,1,2.25,3.3,3.25,,,,2008-2009
6739,E0,2008-12-26,Aston Villa,Arsenal,2,2,D,0,1,A,L Mason,13,8,9,6,10,10,7,6,4,4,0,0,2.5,3.3,2.87,,,,2008-2009
6740,E0,2008-12-26,Chelsea,West Brom,2,0,H,2,0,H,R Styles,23,6,15,2,7,7,7,5,1,0,0,0,1.14,7.5,21,,,,2008-2009
6741,E0,2008-12-26,Liverpool,Bolton,3,0,H,1,0,H,A Wiley,18,4,8,2,7,12,16,3,1,3,0,0,1.33,4.5,12,,,,2008-2009
6742,E0,2008-12-26,Man City,Hull,5,1,H,4,0,H,A Marriner,23,15,16,11,15,14,8,10,0,4,0,0,1.8,3.6,4.5,,,,2008-2009
6743,E0,2008-12-26,Middlesbrough,Everton,0,1,A,0,0,D,M Riley,7,11,5,6,28,14,5,8,5,1,0,0,2.5,3.3,2.87,,,,2008-2009
6744,E0,2008-12-26,Portsmouth,West Ham,1,4,A,1,1,D,S Bennett,21,16,14,9,14,9,9,5,1,3,0,0,2.2,3.25,3.4,,,,2008-2009
6745,E0,2008-12-26,Stoke,Man United,0,1,A,0,0,D,C Foy,6,17,3,10,13,7,6,9,4,2,1,0,12,5,1.3,,,,2008-2009
6746,E0,2008-12-26,Sunderland,Blackburn,0,0,D,0,0,D,M Atkinson,13,7,8,3,5,11,5,2,0,3,0,0,2.25,3.25,3.3,,,,2008-2009
6747,E0,2008-12-26,Tottenham,Fulham,0,0,D,0,0,D,P Walton,14,10,7,7,7,11,4,2,0,1,0,0,1.72,3.6,5,,,,2008-2009
6755,E0,2008-12-28,West Brom,Tottenham,2,0,H,0,0,D,S Tanner,17,4,11,3,13,12,8,4,3,2,0,1,3.5,3.4,2.2,,,,2008-2009
6754,E0,2008-12-28,Newcastle,Liverpool,1,5,A,1,2,A,M Halsey,10,17,7,12,7,11,4,9,2,1,0,0,5,3.6,1.8,,,,2008-2009
6756,E0,2008-12-28,West Ham,Stoke,2,1,H,0,1,A,M Jones,15,8,7,5,10,13,8,4,3,3,0,1,1.72,3.6,5.5,,,,2008-2009
6753,E0,2008-12-28,Fulham,Chelsea,2,2,D,1,0,H,A Marriner,5,19,2,14,9,8,1,7,1,2,0,0,6.5,3.75,1.61,,,,2008-2009
6751,E0,2008-12-28,Bolton,Wigan,0,1,A,0,1,A,P Dowd,14,10,8,7,14,13,8,7,2,3,0,0,2.3,3.25,3.4,,,,2008-2009
6752,E0,2008-12-28,Everton,Sunderland,3,0,H,2,0,H,R Styles,10,8,6,5,6,10,8,2,1,4,0,0,1.8,3.6,5,,,,2008-2009
6750,E0,2008-12-28,Blackburn,Man City,2,2,D,1,0,H,H Webb,11,13,6,3,14,9,4,3,2,1,0,0,2.62,3.3,2.87,,,,2008-2009
6749,E0,2008-12-28,Arsenal,Portsmouth,1,0,H,0,0,D,A Wiley,11,4,7,3,9,9,11,2,0,1,0,0,1.4,4.5,10,,,,2008-2009
6757,E0,2008-12-29,Man United,Middlesbrough,1,0,H,0,0,D,M Atkinson,28,7,13,2,10,17,8,4,2,0,0,0,1.2,6.5,19,,,,2008-2009
6758,E0,2008-12-30,Hull,Aston Villa,0,1,A,0,0,D,S Bennett,8,7,3,3,11,8,9,5,1,2,0,0,4.33,3.6,1.91,,,,2008-2009
6759,E0,2009-01-10,Arsenal,Bolton,1,0,H,0,0,D,C Foy,14,2,9,2,13,16,5,0,2,2,0,0,1.36,4.33,11,,,,2008-2009
6760,E0,2009-01-10,Aston Villa,West Brom,2,1,H,2,0,H,S Bennett,21,9,13,6,12,17,10,7,1,1,0,0,1.4,4.33,9,,,,2008-2009
6761,E0,2009-01-10,Everton,Hull,2,0,H,2,0,H,M Atkinson,8,5,5,0,14,26,5,3,2,5,0,0,1.62,3.75,6,,,,2008-2009
6762,E0,2009-01-10,Middlesbrough,Sunderland,1,1,D,1,0,H,P Dowd,9,10,3,5,11,13,2,7,0,4,0,0,2.25,3.2,3.4,,,,2008-2009
6763,E0,2009-01-10,Newcastle,West Ham,2,2,D,1,1,D,A Wiley,21,12,12,11,10,18,8,3,1,0,0,0,2.2,3.3,3.4,,,,2008-2009
6764,E0,2009-01-10,Stoke,Liverpool,0,0,D,0,0,D,L Mason,5,7,0,3,10,10,4,5,2,2,0,0,10,4.5,1.36,,,,2008-2009
6766,E0,2009-01-11,Wigan,Tottenham,1,0,H,0,0,D,A Marriner,13,6,5,3,13,13,8,3,3,3,0,0,2.5,3.25,2.88,,,,2008-2009
6765,E0,2009-01-11,Man United,Chelsea,3,0,H,1,0,H,H Webb,14,10,11,6,14,14,6,3,3,5,0,0,2.2,3.2,3.5,,,,2008-2009
6767,E0,2009-01-14,Man United,Wigan,1,0,H,1,0,H,S Bennett,9,13,6,3,9,9,4,6,0,3,0,0,1.2,6,15,,,,2008-2009
6768,E0,2009-01-17,Blackburn,Newcastle,3,0,H,0,0,D,R Styles,9,10,4,3,13,10,2,5,2,3,0,1,2,3.4,3.8,,,,2008-2009
6769,E0,2009-01-17,Bolton,Man United,0,1,A,0,0,D,A Marriner,7,16,2,13,8,5,1,8,1,1,0,0,8,3.8,1.5,,,,2008-2009
6770,E0,2009-01-17,Chelsea,Stoke,2,1,H,0,0,D,P Walton,37,4,22,1,6,16,10,4,0,3,0,0,1.2,6.5,15,,,,2008-2009
6771,E0,2009-01-17,Hull,Arsenal,1,3,A,0,1,A,A Wiley,4,13,3,9,11,19,4,4,1,1,0,0,5.5,4,1.62,,,,2008-2009
6772,E0,2009-01-17,Man City,Wigan,1,0,H,0,0,D,L Mason,10,15,3,6,12,16,2,11,1,4,1,0,2,3.4,3.75,,,,2008-2009
6773,E0,2009-01-17,Sunderland,Aston Villa,1,2,A,1,0,H,M Dean,9,4,6,3,14,17,8,6,4,2,0,1,3.25,3.25,2.25,,,,2008-2009
6774,E0,2009-01-17,West Brom,Middlesbrough,3,0,H,1,0,H,M Halsey,12,9,8,3,13,4,5,3,0,2,0,1,2.38,3.3,3,,,,2008-2009
6775,E0,2009-01-18,Tottenham,Portsmouth,1,1,D,0,0,D,S Bennett,26,11,15,4,6,10,8,4,0,2,0,0,1.73,3.6,5,,,,2008-2009
6776,E0,2009-01-18,West Ham,Fulham,3,1,H,1,1,D,P Dowd,11,9,7,5,13,17,3,3,1,3,0,0,2.1,3.3,3.6,,,,2008-2009
6777,E0,2009-01-19,Liverpool,Everton,1,1,D,0,0,D,H Webb,9,7,5,6,19,15,4,4,0,2,0,0,1.62,3.75,6,,,,2008-2009
6778,E0,2009-01-27,Portsmouth,Aston Villa,0,1,A,0,1,A,P Walton,17,9,8,2,9,10,17,5,2,2,1,0,3.25,3.4,2.3,,,,2008-2009
6779,E0,2009-01-27,Sunderland,Fulham,1,0,H,0,0,D,M Halsey,16,15,11,8,2,10,3,1,0,0,0,0,2.25,3.3,3.5,,,,2008-2009
6780,E0,2009-01-27,Tottenham,Stoke,3,1,H,3,0,H,M Riley,22,6,14,3,19,21,7,4,2,3,0,0,1.61,3.8,6.5,,,,2008-2009
6781,E0,2009-01-27,West Brom,Man United,0,5,A,0,2,A,R Styles,10,17,4,10,11,7,5,4,5,2,1,0,10,5,1.36,,,,2008-2009
6782,E0,2009-01-28,Blackburn,Bolton,2,2,D,0,2,A,M Dean,15,9,12,5,12,14,6,4,3,4,0,0,2,3.25,4.5,,,,2008-2009
6783,E0,2009-01-28,Chelsea,Middlesbrough,2,0,H,0,0,D,L Probert,23,7,12,5,6,20,8,3,0,2,0,0,1.25,6,15,,,,2008-2009
6784,E0,2009-01-28,Everton,Arsenal,1,1,D,0,0,D,A Marriner,7,7,3,4,9,11,7,6,2,2,0,0,3,3.3,2.5,,,,2008-2009
6785,E0,2009-01-28,Man City,Newcastle,2,1,H,1,0,H,M Jones,14,2,7,1,8,11,7,0,1,2,0,0,1.75,3.75,5,,,,2008-2009
6786,E0,2009-01-28,West Ham,Hull,2,0,H,1,0,H,H Webb,25,15,13,12,11,15,11,5,0,1,0,0,1.83,3.6,4.75,,,,2008-2009
6787,E0,2009-01-28,Wigan,Liverpool,1,1,D,0,1,A,P Dowd,3,10,1,5,12,17,2,2,1,0,0,0,5,3.5,1.83,,,,2008-2009
6795,E0,2009-01-31,Stoke,Man City,1,0,H,1,0,H,M Atkinson,7,17,4,7,9,9,7,6,1,1,1,0,3.25,3.3,2.25,,,,2008-2009
6794,E0,2009-01-31,Middlesbrough,Blackburn,0,0,D,0,0,D,C Foy,7,15,4,10,9,16,3,9,0,4,0,0,2.5,3.3,2.87,,,,2008-2009
6793,E0,2009-01-31,Man United,Everton,1,0,H,1,0,H,M Halsey,17,7,10,4,11,14,6,2,0,0,0,0,1.36,4.5,10,,,,2008-2009
6792,E0,2009-01-31,Hull,West Brom,2,2,D,1,0,H,P Walton,16,13,12,7,13,12,8,6,2,4,0,0,2.2,3.2,3.5,,,,2008-2009
6788,E0,2009-01-31,Arsenal,West Ham,0,0,D,0,0,D,S Bennett,15,2,8,2,12,12,13,3,2,2,0,0,1.5,4.2,7,,,,2008-2009
6790,E0,2009-01-31,Bolton,Tottenham,3,2,H,1,0,H,P Dowd,13,13,7,10,11,14,2,8,0,1,0,0,2.75,3.3,2.62,,,,2008-2009
6789,E0,2009-01-31,Aston Villa,Wigan,0,0,D,0,0,D,R Styles,16,9,11,4,13,10,6,2,1,1,0,0,1.61,3.7,6,,,,2008-2009
6791,E0,2009-01-31,Fulham,Portsmouth,3,1,H,1,0,H,A Wiley,6,12,6,6,9,8,5,8,0,1,0,0,2,3.3,4,,,,2008-2009
6797,E0,2009-02-01,Newcastle,Sunderland,1,1,D,0,1,A,H Webb,15,16,10,9,13,19,4,3,2,4,0,0,2.6,3.2,2.8,,,,2008-2009
6796,E0,2009-02-01,Liverpool,Chelsea,2,0,H,0,0,D,M Riley,21,4,15,1,20,15,12,1,4,3,0,1,2.5,3.1,3.1,,,,2008-2009
6804,E0,2009-02-07,West Brom,Newcastle,2,3,A,1,3,A,C Foy,13,10,7,7,7,11,3,4,2,2,0,0,2.25,3.3,3.25,,,,2008-2009
6803,E0,2009-02-07,Sunderland,Stoke,2,0,H,0,0,D,R Styles,12,5,6,1,7,9,3,3,2,1,0,1,1.83,3.5,4.5,,,,2008-2009
6805,E0,2009-02-07,Wigan,Fulham,0,0,D,0,0,D,L Probert,10,8,3,2,9,12,4,8,1,2,0,0,2,3.4,3.8,,,,2008-2009
6802,E0,2009-02-07,Portsmouth,Liverpool,2,3,A,0,0,D,H Webb,9,14,7,9,10,9,2,4,1,0,0,0,5,3.3,1.8,,,,2008-2009
6801,E0,2009-02-07,Man City,Middlesbrough,1,0,H,0,0,D,A Marriner,20,7,12,4,6,10,13,3,0,1,0,0,1.61,3.75,6,,,,2008-2009
6800,E0,2009-02-07,Everton,Bolton,3,0,H,1,0,H,P Walton,20,7,11,4,7,17,8,4,1,1,0,0,1.72,3.4,5.5,,,,2008-2009
6799,E0,2009-02-07,Chelsea,Hull,0,0,D,0,0,D,L Mason,13,12,6,4,11,16,13,3,1,2,0,0,1.2,6,19,,,,2008-2009
6798,E0,2009-02-07,Blackburn,Aston Villa,0,2,A,0,1,A,S Bennett,17,15,8,8,11,9,4,13,2,0,0,0,2.87,3.3,2.5,,,,2008-2009
6806,E0,2009-02-08,Tottenham,Arsenal,0,0,D,0,0,D,M Dean,16,4,6,1,14,14,6,4,1,2,0,1,3,3.3,2.4,,,,2008-2009
6807,E0,2009-02-08,West Ham,Man United,0,1,A,0,0,D,P Dowd,9,11,5,6,14,8,5,11,1,1,0,0,6.5,3.75,1.57,,,,2008-2009
6808,E0,2009-02-14,Portsmouth,Man City,2,0,H,0,0,D,L Probert,15,10,9,7,12,8,8,2,1,3,0,0,2.87,3.25,2.5,,,,2008-2009
6809,E0,2009-02-18,Man United,Fulham,3,0,H,2,0,H,A Marriner,17,5,9,0,7,13,11,2,1,1,0,0,1.25,5.5,13,,,,2008-2009
6815,E0,2009-02-21,Stoke,Portsmouth,2,2,D,0,0,D,M Jones,6,6,2,2,6,10,2,3,1,3,0,0,2.5,3.25,2.87,,,,2008-2009
6814,E0,2009-02-21,Middlesbrough,Wigan,0,0,D,0,0,D,M Dean,6,12,3,6,6,15,5,1,2,4,0,0,2.4,3.25,3,,,,2008-2009
6813,E0,2009-02-21,Man United,Blackburn,2,1,H,1,1,D,H Webb,15,12,7,7,7,19,4,7,2,2,0,0,1.25,5.5,13,,,,2008-2009
6811,E0,2009-02-21,Aston Villa,Chelsea,0,1,A,0,1,A,M Halsey,12,18,5,12,9,12,6,11,1,3,0,0,3.3,3.3,2.25,,,,2008-2009
6810,E0,2009-02-21,Arsenal,Sunderland,0,0,D,0,0,D,A Wiley,16,3,9,2,6,12,8,3,2,2,0,0,1.4,4.33,9,,,,2008-2009
6812,E0,2009-02-21,Bolton,West Ham,2,1,H,2,0,H,S Tanner,12,17,8,12,18,14,4,13,0,2,0,0,2.3,3.3,3.1,,,,2008-2009
6816,E0,2009-02-22,Fulham,West Brom,2,0,H,0,0,D,M Atkinson,19,8,9,5,11,10,12,4,0,1,0,0,1.8,3.5,4.75,,,,2008-2009
6817,E0,2009-02-22,Liverpool,Man City,1,1,D,0,0,D,P Dowd,18,10,5,4,10,13,6,4,1,2,0,0,1.57,3.75,7,,,,2008-2009
6818,E0,2009-02-22,Newcastle,Everton,0,0,D,0,0,D,L Mason,4,15,0,5,15,15,0,6,0,1,1,0,2.87,3.25,2.5,,,,2008-2009
6819,E0,2009-02-23,Hull,Tottenham,1,2,A,1,1,D,L Probert,12,9,4,6,11,7,11,13,2,1,0,0,3,3.3,2.37,,,,2008-2009
6823,E0,2009-02-28,Middlesbrough,Liverpool,2,0,H,1,0,H,R Styles,5,16,3,7,2,6,2,9,2,0,0,0,5.5,3.5,1.72,,,,2008-2009
6820,E0,2009-02-28,Arsenal,Fulham,0,0,D,0,0,D,P Walton,16,12,8,3,6,14,11,6,0,0,0,0,1.4,4.33,9,,,,2008-2009
6821,E0,2009-02-28,Chelsea,Wigan,2,1,H,1,0,H,L Probert,17,13,13,7,14,11,12,8,3,2,0,0,1.28,5,13,,,,2008-2009
6822,E0,2009-02-28,Everton,West Brom,2,0,H,1,0,H,S Bennett,11,17,6,9,9,14,3,6,1,1,0,0,1.5,4,7.5,,,,2008-2009
6827,E0,2009-03-01,West Ham,Man City,1,0,H,0,0,D,M Dean,13,9,9,2,14,18,4,7,2,2,0,0,2.5,3.25,2.87,,,,2008-2009
6826,E0,2009-03-01,Hull,Blackburn,1,2,A,0,2,A,M Atkinson,9,8,5,6,14,19,6,4,2,3,1,1,2.87,3.25,2.5,,,,2008-2009
6824,E0,2009-03-01,Aston Villa,Stoke,2,2,D,1,0,H,H Webb,11,7,7,3,7,12,6,6,1,1,0,0,1.4,4,10,,,,2008-2009
6825,E0,2009-03-01,Bolton,Newcastle,1,0,H,0,0,D,A Wiley,10,19,6,11,14,9,1,10,2,3,0,0,2,3.3,4,,,,2008-2009
6828,E0,2009-03-03,Liverpool,Sunderland,2,0,H,0,0,D,M Halsey,22,5,12,2,9,6,6,2,1,1,0,0,1.4,4.33,9.5,,,,2008-2009
6829,E0,2009-03-03,Portsmouth,Chelsea,0,1,A,0,0,D,P Dowd,13,20,9,11,7,15,6,5,0,0,0,0,6.5,3.75,1.57,,,,2008-2009
6830,E0,2009-03-03,West Brom,Arsenal,1,3,A,1,3,A,S Tanner,8,16,4,8,19,14,3,4,4,0,0,0,6.5,3.75,1.57,,,,2008-2009
6837,E0,2009-03-04,Wigan,West Ham,0,1,A,0,1,A,S Attwell,20,8,8,4,9,11,8,1,2,5,1,1,2.2,3.3,3.4,,,,2008-2009
6835,E0,2009-03-04,Stoke,Bolton,2,0,H,1,0,H,M Dean,11,12,6,9,16,14,7,6,2,1,0,0,2.5,3.25,2.9,,,,2008-2009
6834,E0,2009-03-04,Newcastle,Man United,1,2,A,1,1,D,S Bennett,9,11,6,9,10,10,3,10,2,2,0,0,7.5,4,1.5,,,,2008-2009
6836,E0,2009-03-04,Tottenham,Middlesbrough,4,0,H,3,0,H,H Webb,12,15,7,6,7,6,4,8,0,1,0,0,1.83,3.5,4.5,,,,2008-2009
6832,E0,2009-03-04,Fulham,Hull,0,1,A,0,0,D,M Jones,17,10,9,3,11,14,13,5,3,1,0,0,1.66,3.6,5.75,,,,2008-2009
