player_id,name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,team,yellow,red,npg,npxG,xGChain,xGBuildup
3873,Ezequiel Schelotto,2019,Sub,8,0,4,362,0.2549653984606266,0,0.0,0,Brighton,1,0,0,0.2549653984606266,0.4994799010455608,0.2445144988596439
3873,Ezequiel Schelotto,2017,Sub,20,0,6,1314,0.2161752022802829,0,0.5560560114681721,5,Brighton,3,0,0,0.2161752022802829,2.442499810829758,1.755758721381426
3979,Ahmed Hegazy,2020,DC,1,0,0,90,0.0,0,0.0,0,West Bromwich Albion,0,0,0,0.0,0.1840279996395111,0.1840279996395111
3979,Ahmed Hegazy,2017,DC,38,2,14,3389,2.3179467879235744,0,0.4174182005226612,6,West Bromwich Albion,4,0,2,2.3179467879235744,3.629149667918682,3.4427987691015005
4027,Sol Bamba,2018,DMC,28,4,22,2476,4.12144641391933,1,0.1432869993150234,4,Cardiff,7,0,4,4.12144641391933,2.9724195525050163,1.6697578858584166
4046,Tomer Hemed,2017,FW,16,2,17,849,1.702439421787858,2,0.1079846993088722,3,Brighton,0,0,2,1.702439421787858,2.128313479945064,0.6006525848060846
4068,Florin Andone,2019,Sub,3,1,1,69,0.3645960092544555,0,0.0581962987780571,1,Brighton,0,1,1,0.3645960092544555,0.3645960092544555,0.0
4068,Florin Andone,2018,Sub,23,3,19,861,3.488339733332396,0,0.0960533991456031,2,Brighton,5,0,3,3.488339733332396,2.457792090252042,0.6315052043646574
4105,Raúl Jiménez,2024,Sub,5,2,7,175,1.5609222799539566,0,0.2056870684027671,3,Fulham,0,0,2,1.5609222799539566,1.8047227412462237,0.0966672450304031
4105,Raúl Jiménez,2023,FW,24,7,41,1423,5.9900733437389135,0,1.6923745833337307,11,Fulham,3,1,7,5.9900733437389135,7.9016893692314625,1.7369755171239376
4105,Raúl Jiménez,2022,Sub,15,0,20,842,2.711337735876441,1,1.5050795823335648,9,Wolverhampton Wanderers,0,0,0,2.711337735876441,4.212750431150198,1.0135074984282255
4105,Raúl Jiménez,2021,FW,34,6,57,2651,7.071379598230124,4,3.394018276594579,38,Wolverhampton Wanderers,5,2,5,6.310211572796106,12.290305624715984,4.058563692960888
4105,Raúl Jiménez,2020,FWR,10,4,26,824,2.360906094312668,0,0.6329620033502579,6,Wolverhampton Wanderers,0,0,4,2.360906094312668,3.684073407202959,1.2332109939306974
4105,Raúl Jiménez,2019,FW,38,17,117,3269,16.510803668759763,6,7.226944707334042,48,Wolverhampton Wanderers,3,0,13,13.466126619838178,22.560237324796617,5.709535629488528
4105,Raúl Jiménez,2018,FW,38,13,111,3143,14.27359064668417,7,6.991127401590347,42,Wolverhampton Wanderers,4,0,11,12.75125465542078,20.91792583838105,4.337960259057581
4120,Álex Moreno,2024,DL,2,0,0,133,0.0,0,0.0,0,Nottingham Forest,1,0,0,0.0,0.0,0.0
4120,Álex Moreno,2023,Sub,21,2,8,1033,1.4437588155269625,0,1.1591111738234758,11,Aston Villa,2,0,2,1.4437588155269625,6.872497453354299,4.588940887711942
4120,Álex Moreno,2022,Sub,19,0,13,1346,0.6219645887613297,3,2.47616658359766,21,Aston Villa,3,0,0,0.6219645887613297,6.160197624005377,4.4751421278342605
4258,Uwe Hünemeier,2017,Sub,1,0,0,16,0.0,0,0.0,0,Brighton,0,0,0,0.0,0.0,0.0
4367,Eljero Elia,2014,FWL,16,2,15,798,0.7518642852082849,0,0.7144423052668571,11,Southampton,2,0,2,0.7518642852082849,1.7446696013212204,0.8644386865198612
4381,Mateusz Klich,2022,Sub,14,0,4,224,0.1730077974498272,0,0.2886551991105079,5,Leeds,2,0,0,0.1730077974498272,1.2394929844886065,0.9285477884113787
4381,Mateusz Klich,2021,MC,33,1,42,2117,2.701991078443825,2,1.9125773273408413,32,Leeds,5,0,1,2.701991078443825,8.965397104620934,5.376784522086382
4381,Mateusz Klich,2020,MC,35,4,36,2404,2.9999594227410853,5,3.650848997756839,44,Leeds,6,0,2,1.4776212074793875,14.60811636596918,10.386437094770372
4383,Carlton Cole,2014,FW,23,2,17,894,1.7291568778455255,0,0.6560839973390102,8,West Ham,2,0,2,1.7291568778455255,2.539834786206484,1.4509753584861755
4384,Jussi Jääskeläinen,2014,Sub,1,0,0,26,0.0,0,0.0,0,West Ham,0,0,0,0.0,0.0,0.0
4385,Guy Demel,2014,Sub,6,0,0,263,0.0,0,0.1064760014414787,1,West Ham,0,0,0,0.0,0.3481046035885811,0.3481046035885811
4386,Nélson Oliveira,2014,Sub,10,1,11,392,0.9380339160561562,0,0.1744744982570409,4,Swansea,0,0,1,0.9380339160561562,1.0580661855638027,0.1310178022831678
4387,Robin van Persie,2014,FW,27,10,76,2126,11.6034690849483,2,2.9860517624765635,27,Manchester United,5,0,9,10.08113605901599,12.917516451328993,1.688729416579008
4388,Anthony Réveillere,2014,DL,16,0,4,1328,0.0826492011547088,1,0.9263477101922036,10,Sunderland,0,0,0,0.0826492011547088,3.286404574289918,2.348035912960768
4389,Chris Baird,2014,Sub,19,0,4,802,0.1287390002980828,0,0.2698460984975099,5,West Bromwich Albion,2,0,0,0.1287390002980828,1.8095129523426292,1.6776529643684626
4390,Robert Green,2014,GK,36,0,0,3183,0.0,0,0.059990300796926,3,Queens Park Rangers,1,0,0,0.0,1.5963862929493189,1.5603471929207444
4391,Darnell Furlong,2020,DR,35,1,26,2926,1.9333325140178204,3,2.46300520375371,17,West Bromwich Albion,5,0,1,1.9333325140178204,6.135472722351551,3.374022333882749
4391,Darnell Furlong,2014,DR,3,0,1,228,0.009575449861586,0,0.0,0,Queens Park Rangers,1,0,0,0.009575449861586,0.0689823031425476,0.0594068989157676
4392,Nedum Onuoha,2014,Sub,23,0,9,1928,1.374483815394342,0,0.3494613049551844,8,Queens Park Rangers,2,1,0,1.374483815394342,3.41572249494493,2.91792908962816
4393,Yun Suk-Young,2014,DL,23,0,6,1721,0.5935319093987346,0,0.3570782411843538,9,Queens Park Rangers,4,0,0,0.5935319093987346,2.576807016506791,1.7795475162565708
4394,Karl Henry,2014,Sub,33,0,10,2507,0.2998349014669657,0,0.443589299917221,11,Queens Park Rangers,8,0,0,0.2998349014669657,3.1357659194618464,2.6835456788539886
4395,Junior Hoilett,2018,ML,32,3,40,2144,3.1675134040415287,1,1.3379894085228443,25,Cardiff,4,0,3,3.1675134040415287,5.06641336902976,1.2493918761610985
4395,Junior Hoilett,2014,Sub,22,0,24,868,0.8032064093276858,0,1.0915372902527452,12,Queens Park Rangers,2,0,0,0.8032064093276858,2.4889727272093296,1.444477604702115
4396,Bobby Zamora,2014,Sub,31,3,29,1779,2.987051488365978,4,6.012670556083322,50,Queens Park Rangers,4,0,3,2.987051488365978,9.424545330926776,3.241478360258043
4397,Niko Kranjcar,2014,ML,22,2,42,1108,1.9117348054423928,1,1.7309440784156322,20,Queens Park Rangers,2,0,2,1.9117348054423928,3.014048868790269,1.027124721556902
4398,Clint Hill,2014,DL,19,1,7,1411,0.3769401032477617,0,0.7381682936102152,14,Queens Park Rangers,4,0,1,0.3769401032477617,1.4749759072437882,0.8907150039449334
4399,Shaun Wright-Phillips,2014,Sub,4,0,1,127,0.0180606991052627,0,0.0202970001846551,1,Queens Park Rangers,0,0,0,0.0180606991052627,0.2255946937948465,0.2075339946895837
4400,Tomas Rosicky,2014,Sub,15,2,10,562,0.9697352927178144,1,1.5375187173485756,7,Arsenal,1,0,2,0.9697352927178144,4.887204881757498,3.2713680136948824
4401,Emiliano Martinez,2024,GK,5,0,0,450,0.0,0,0.0,0,Aston Villa,1,0,0,0.0,0.3103210367262363,0.3103210367262363
4401,Emiliano Martinez,2023,GK,34,0,0,3022,0.0,0,0.0184545237571001,1,Aston Villa,4,0,0,0.0,9.158851562067866,9.140397010371087
4401,Emiliano Martinez,2022,GK,36,0,0,3143,0.0,0,0.1398649960756302,2,Aston Villa,7,0,0,0.0,5.826399106532335,5.68653410859406
4401,Emiliano Martinez,2021,GK,36,0,0,3240,0.0,0,0.0,0,Aston Villa,4,0,0,0.0,2.479881220497191,2.479881220497191
4401,Emiliano Martinez,2020,GK,38,0,0,3420,0.0,0,0.1229234039783477,2,Aston Villa,1,0,0,0.0,3.730909645557404,3.607986450195313
4401,Emiliano Martinez,2019,Sub,9,0,0,771,0.0,0,0.0,0,Arsenal,2,0,0,0.0,0.9078709222376348,0.9078709222376348
4401,Emiliano Martinez,2016,GK,2,0,0,180,0.0,0,0.0,0,Arsenal,0,0,0,0.0,0.1645912043750286,0.1645912043750286
4401,Emiliano Martinez,2014,Sub,4,0,0,299,0.0,0,0.0,0,Arsenal,0,0,0,0.0,0.4130877871066332,0.4130877871066332
4402,Yaya Sanogo,2014,FW,10,0,9,306,0.6418375000357628,0,0.2049696035683155,5,Crystal Palace,1,0,0,0.6418375000357628,0.58934710547328,0.0201912000775337
4402,Yaya Sanogo,2014,FW,3,0,8,146,1.1524981409311297,0,0.0,0,Arsenal,0,0,0,1.1524981409311297,1.6754598915576937,0.6584587246179581
4403,Mehdi Abeid,2014,DMC,13,0,12,654,0.4207100942730903,0,0.0244446992874145,1,Newcastle United,0,0,0,0.4207100942730903,1.3741771057248116,1.0811377000063658
4404,Ryan Taylor,2014,DMC,14,0,16,909,0.6939951069653034,1,0.828603096306324,14,Newcastle United,3,0,0,0.6939951069653034,0.6176111027598381,0.4123237989842891
4405,Florin Gardos,2014,Sub,11,0,1,572,0.0225041005760431,0,0.0179507005959749,1,Southampton,1,0,0,0.0225041005760431,1.0331284999847412,1.0151775032281876
4406,Lazar Markovic,2018,Sub,1,0,0,42,0.0,0,0.0136246997863054,1,Fulham,0,0,0,0.0,0.0136246997863054,0.0
4406,Lazar Markovic,2016,MR,12,2,12,1024,2.2206648513674736,0,0.445965301245451,8,Hull,4,0,2,2.2206648513674736,3.597358813509345,1.0627347063273191
4406,Lazar Markovic,2014,Sub,19,2,16,932,1.880378445610404,1,1.4619445130228996,20,Liverpool,0,0,2,1.880378445610404,5.297793449833989,2.207889530807733
4408,Steven Gerrard,2014,DMC,28,9,54,2239,7.108821363188326,1,3.20907860994339,52,Liverpool,7,0,5,3.3029708499088883,8.181374944746494,5.586607133969665
4409,Allan McGregor,2014,GK,26,0,0,2340,0.0,0,0.0,0,Hull,0,0,0,0.0,0.975945010781288,0.975945010781288
4410,Paul McShane,2014,Sub,20,1,11,1694,1.1034177732653916,0,0.0542395003139972,2,Hull,2,0,1,1.1034177732653916,1.3460318967700005,1.1771168932318687
4411,Alex Bruce,2014,DC,22,0,1,1457,0.0620572008192539,1,0.613985002040863,1,Hull,3,0,0,0.0620572008192539,2.0959256142377853,2.0959256142377853
4412,Maynor Figueroa,2014,DL,3,0,2,213,0.0232210997492074,0,0.0414264984428882,2,Hull,0,0,0,0.0232210997492074,0.1188635975122451,0.0783348977565765
4413,Stephen Quinn,2014,Sub,28,1,16,1641,1.2624665331095457,3,2.144218698143959,22,Hull,3,1,1,1.2624665331095457,4.965919014066458,2.5109929889440536
4414,Sone Aluko,2014,Sub,25,1,31,1245,1.7469464130699637,0,1.0573998969048262,13,Hull,2,0,1,1.7469464130699637,3.725198703818023,1.602932701818645
4415,Steve Harper,2014,GK,10,0,0,852,0.0,0,0.0,0,Hull,0,0,0,0.0,0.0,0.0
4416,Jason McCarthy,2014,Sub,1,0,0,2,0.0,0,0.0,0,Southampton,0,0,0,0.0,0.0,0.0
4418,Frank Lampard,2014,DMC,32,6,32,958,4.004464207217097,1,0.9529220964759588,15,Manchester City,1,0,6,4.004464207217097,11.0393304284662,7.2932740692049265
4419,Adam Armstrong,2024,FW,4,0,7,218,0.7488712817430496,0,0.072511613368988,1,Southampton,1,0,0,0.7488712817430496,0.9852244034409524,0.6335891038179398
4419,Adam Armstrong,2022,FW,30,2,25,1333,2.4375014984980226,1,1.730416551232338,11,Southampton,2,0,2,2.4375014984980226,4.704243279993534,1.2918517235666511
4419,Adam Armstrong,2021,FW,23,2,47,1412,4.238080732524395,2,1.624623529613018,13,Southampton,1,0,2,4.238080732524395,6.2176071014255285,0.7942293044179678
4419,Adam Armstrong,2014,Sub,11,0,7,188,0.7543584117665887,1,0.4861120823770761,6,Newcastle United,1,0,0,0.7543584117665887,2.115028941072524,0.932864896953106
4420,Sammy Ameobi,2014,Sub,25,2,26,1416,0.992425705306232,2,1.8800859078764915,21,Newcastle United,2,0,2,0.992425705306232,3.5923003386706114,1.5059486012905836
4421,Jason Shackell,2014,DC,38,0,9,3346,0.8140063025057316,0,0.4381554895080626,9,Burnley,3,0,0,0.8140063025057316,3.606899797916413,3.350636215880513
4422,Ashley Barnes,2021,Sub,23,1,16,787,1.6827674992382526,0,0.9943248145282269,8,Burnley,4,0,0,0.921599105000496,2.78278773650527,0.942340818233788
4422,Ashley Barnes,2020,FW,22,3,38,1342,3.874067099764943,0,0.8005466284230351,19,Burnley,4,0,2,3.1128980834037066,4.190314313396812,1.1986288204789162
4422,Ashley Barnes,2019,FW,19,6,40,1386,6.516932616010308,0,0.3088206928223371,5,Burnley,4,0,5,5.755763599649072,5.060968911275268,1.5740788727998734
4422,Ashley Barnes,2018,Sub,37,12,65,2379,13.257519549690189,2,3.6403040196746583,22,Burnley,8,0,10,11.735217577777805,14.351637620478868,2.09611489251256
4422,Ashley Barnes,2017,Sub,36,9,61,2143,6.560562869533896,0,1.5027275774627924,17,Burnley,10,0,9,6.560562869533896,8.70906038209796,1.906780119985342
4422,Ashley Barnes,2016,Sub,28,6,44,1788,6.592154681682587,2,2.387533606961369,21,Burnley,6,1,4,5.069816034287214,6.558956136927009,0.5661483881995082
4422,Ashley Barnes,2014,Sub,35,5,66,2435,5.6908798180520535,2,1.8230766840279105,30,Burnley,4,1,5,5.6908798180520535,9.151078913360834,3.272920724004507
4423,Steven Reid,2014,Sub,7,0,0,108,0.0,0,0.0,0,Burnley,1,0,0,0.0,0.1004479974508285,0.1004479974508285
4425,Ross Wallace,2014,Sub,15,1,10,206,0.5588855035603046,0,1.2872743792831898,9,Burnley,2,0,1,0.5588855035603046,1.1995934806764126,0.6059152074158192
4426,Michael Duff,2014,DC,21,0,2,1812,0.1104770973324775,0,0.7724526710808277,4,Burnley,4,1,0,0.1104770973324775,1.8002619706094265,1.7725529707968235
4427,Andreas Weimann,2014,AML,31,3,33,1782,2.715450508520007,2,1.118879582732916,20,Aston Villa,5,0,3,2.715450508520007,4.366782454773784,0.9592690700665116
4428,Daniel Lafferty,2014,Sub,1,0,0,14,0.0,0,0.0,0,Burnley,0,0,0,0.0,0.0,0.0
4429,Rio Ferdinand,2014,DC,11,0,0,990,0.0,0,0.0,0,Queens Park Rangers,2,0,0,0.0,1.264611802995205,1.264611802995205
4430,Joey Barton,2016,MC,14,1,12,1104,0.4118446018546819,0,0.6195554044097662,8,Burnley,4,0,1,0.4118446018546819,2.629542449489236,2.048955015838146
4430,Joey Barton,2014,MC,28,1,35,2347,2.055411926470697,3,5.228928584605455,58,Queens Park Rangers,11,1,1,2.055411926470697,7.560516483150423,5.23019561637193
4431,Armand Traore,2014,DML,16,0,7,770,0.3853635061532259,0,0.1860294016078114,6,Queens Park Rangers,2,0,0,0.3853635061532259,2.2040757508948445,1.756255341693759
4432,Michael Doughty,2014,Sub,3,0,0,44,0.0,0,0.1417409926652908,1,Queens Park Rangers,0,0,0,0.0,0.2160781938582658,0.2160781938582658
4433,Ron Vlaar,2014,DC,20,0,14,1644,1.1542229726910591,1,0.6243054270744324,2,Aston Villa,3,1,0,1.1542229726910591,1.9896960034966469,1.919397903606296
4434,Didier Drogba,2014,Sub,28,4,30,831,2.7286731228232384,1,1.5343704130500555,14,Chelsea,5,0,4,2.7286731228232384,5.031838079914451,2.0117225106805563
4435,Nenê,2014,Sub,8,0,9,115,0.3611745964735746,0,0.4466039966791868,4,West Ham,0,0,0,0.3611745964735746,0.8369725067168474,0.5192914120852947
4436,Shola Ameobi,2014,Sub,4,0,1,32,0.022843699902296,0,0.0,0,Crystal Palace,0,0,0,0.022843699902296,0.022843699902296,0.022843699902296
4437,Luke Garbutt,2014,DL,4,0,1,285,0.0591408982872962,0,0.201261093840003,4,Everton,1,0,0,0.0591408982872962,0.4716156870126724,0.3939608931541443
4438,Matt Upson,2014,DC,5,0,2,382,0.0596888996660709,0,0.0288602001965045,1,Leicester,0,0,0,0.0596888996660709,0.3863255027681589,0.3863255027681589
4439,Paul Konchesky,2014,DL,26,1,5,2264,0.1941552981734275,1,0.5643991846591234,8,Leicester,3,2,1,0.1941552981734275,2.5158847151324157,1.845767705701292
4440,Esteban Cambiasso,2014,Sub,31,5,29,2432,2.480084272101521,1,1.9381373124197123,37,Leicester,1,0,5,2.480084272101521,7.089135206304491,4.195096540264785
4441,Matthew James,2019,Sub,1,0,0,3,0.0,0,0.0,0,Leicester,0,0,0,0.0,0.0,0.0
4441,Matthew James,2017,MC,13,0,11,997,0.866982389241457,0,0.1140854991972446,2,Leicester,2,0,0,0.866982389241457,1.3232965245842934,0.9102421179413795
4441,Matthew James,2016,Sub,1,0,0,1,0.0,0,0.0,0,Leicester,0,0,0,0.0,0.0,0.0
4441,Matthew James,2014,Sub,27,0,27,1884,1.7331535071134567,1,2.196557796560228,37,Leicester,2,1,0,1.7331535071134567,5.696065437048674,3.5342563427984715
4442,Paulinho,2014,Sub,15,0,7,461,0.4308960027992725,1,0.9786125011742116,4,Tottenham,3,0,0,0.4308960027992725,2.241101998835802,1.4849746953696012
4443,Yannick Sagbo,2014,Sub,4,0,0,45,0.0,0,0.0648915022611618,1,Hull,0,0,0,0.0,0.1216796990483999,0.1216796990483999
4444,Richard Dunne,2014,DC,23,0,8,1886,1.0475114909932015,0,0.0815635006874799,3,Queens Park Rangers,7,0,0,1.0475114909932015,2.0043458864092827,1.9650903027504685
4445,Reece Grego-Cox,2014,Sub,4,0,1,134,0.3061160147190094,0,0.0,0,Queens Park Rangers,0,0,0,0.3061160147190094,0.4058480113744735,0.0997319966554641
4446,Brandon Comley,2014,Sub,1,0,1,9,0.0138274999335408,0,0.0,0,Queens Park Rangers,0,0,0,0.0138274999335408,0.0138274999335408,0.0
4447,Dominic Gape,2014,Sub,1,0,0,1,0.0,0,0.0,0,Southampton,0,0,0,0.0,0.0,0.0
4448,Dwight Tiendalli,2014,Sub,3,0,0,125,0.0,0,0.0261256005614995,2,Swansea,0,0,0,0.0,0.0405655987560749,0.0144400000572204
4450,Adel Taarabt,2014,Sub,7,0,11,296,0.3101955968886614,0,0.3372079702094197,13,Queens Park Rangers,0,0,0,0.3101955968886614,0.7009713910520077,0.2464989963918924
4454,Tom Ince,2017,AML,33,2,70,2465,6.729042689315975,0,1.4676385000348091,18,Huddersfield,0,0,2,6.729042689315975,11.467254269868135,3.950781467370689
4454,Tom Ince,2014,AMC,7,0,7,302,0.803355410695076,0,0.0422907993197441,2,Hull,0,0,0,0.803355410695076,0.9460436310619116,0.1614221986383199
4455,Jak Alnwick,2014,GK,6,0,0,493,0.0,0,0.0,0,Newcastle United,0,0,0,0.0,0.0,0.0
4456,Chris Wood,2024,FW,5,3,11,410,2.9774135649204254,0,0.651040056720376,2,Nottingham Forest,1,0,2,2.216244727373123,2.7875706255435944,0.6079628448933363
4456,Chris Wood,2023,Sub,31,14,48,1797,13.364272002130749,1,1.987032251432538,22,Nottingham Forest,0,0,14,13.364272002130749,15.345352198928596,0.9163662036880852
4456,Chris Wood,2022,Sub,18,2,9,419,2.377152618020773,0,0.2006969042122364,3,Newcastle United,0,0,1,1.6159835867583752,2.3306843265891075,0.92094561830163
4456,Chris Wood,2022,FW,7,1,3,389,1.056104198098183,0,0.1600013971328735,3,Nottingham Forest,0,0,1,1.056104198098183,1.3018464930355549,0.1593572944402694
4456,Chris Wood,2021,FW,17,3,30,1403,4.965390782803297,0,0.3885425003245473,9,Burnley,1,0,3,4.965390782803297,4.512264184653759,1.4244722090661526
4456,Chris Wood,2021,FW,17,2,21,1331,3.248084418475628,0,0.9774574805051088,10,Newcastle United,0,0,1,2.4869154021143918,4.260049715638161,1.4993177838623524
4456,Chris Wood,2020,FW,33,12,70,2765,12.954142516478896,3,2.038118289783597,23,Burnley,0,0,10,11.431802516803144,13.58528614230454,2.1498528448864818
4456,Chris Wood,2019,FW,32,14,65,2462,17.226178102195263,1,1.470995786599815,22,Burnley,1,0,13,16.465013168752193,12.642646510154009,2.4554112339392304
4456,Chris Wood,2018,FW,38,10,58,2603,9.133256727829576,2,3.647216569632292,21,Burnley,2,0,10,9.133256727829576,11.35635371506214,3.5546739269047976
4456,Chris Wood,2017,FW,24,10,40,1639,7.639496721327305,1,0.6027080062776804,11,Burnley,1,0,10,7.639496721327305,7.594891671091318,1.022326205857098
4456,Chris Wood,2014,Sub,7,1,5,91,0.7212272863835096,0,0.0,0,Leicester,0,0,1,0.7212272863835096,0.7489751856774092,0.0816706009209156
4457,Cole Kpekawa,2014,Sub,1,0,0,4,0.0,0,0.0,0,Queens Park Rangers,0,0,0,0.0,0.0,0.0
4460,Brad Jones,2014,GK,3,0,0,195,0.0,0,0.0,0,Liverpool,0,0,0,0.0,0.0742470975965261,0.0742470975965261
4461,Tom Lawrence,2014,Sub,3,0,3,47,0.2336082048714161,0,0.0,0,Leicester,0,0,0,0.2336082048714161,0.2336082048714161,0.0
4462,Liam Rosenior,2017,Sub,3,0,2,157,0.0542123988270759,0,0.0,0,Brighton,0,0,0,0.0542123988270759,0.5664092041552067,0.539934191852808
4462,Liam Rosenior,2014,Sub,13,0,4,568,0.0697268191725015,1,0.8106440007686615,3,Hull,0,0,0,0.0697268191725015,1.292232820764184,0.5257345894351602
4463,Tyler Blackett,2014,DC,11,0,0,644,0.0,0,0.0,0,Manchester United,3,1,0,0.0,2.152433556504548,2.152433556504548
4464,Matthew Taylor,2014,ML,10,0,9,576,1.9399820901453493,1,0.9087487012147905,8,Burnley,0,0,0,1.178813073784113,2.720070958137512,1.5080894082784653
4467,Jazz Richards,2018,Sub,4,0,0,117,0.0,0,0.0,0,Cardiff,0,0,0,0.0,0.0,0.0
4467,Jazz Richards,2014,Sub,10,0,0,633,0.0,1,0.1276699993759393,3,Swansea,1,0,0,0.0,1.5579434223473072,1.446399424225092
4468,Dedryck Boyata,2014,DC,2,0,0,91,0.0,0,0.0,0,Manchester City,1,0,0,0.0,0.2356850057840347,0.2356850057840347
4469,Philippe Senderos,2014,DC,8,0,5,631,0.6512041054666042,0,0.0150575004518032,1,Aston Villa,2,0,0,0.6512041054666042,0.768725510686636,0.7536681108176708
4471,Mohamed Diamé,2018,MC,29,0,20,2172,1.0539293810725212,0,0.1333967000246048,2,Newcastle United,3,0,0,1.0539293810725212,5.13216845318675,4.3882328337058425
4471,Mohamed Diamé,2017,Sub,31,2,20,2042,1.6824482176452875,0,1.005540020763874,14,Newcastle United,3,0,2,1.6824482176452875,3.0895158294588327,2.0187498051673174
4471,Mohamed Diamé,2014,MC,12,4,16,885,1.1911563985049725,0,0.1744060032069683,3,Hull,2,0,4,1.1911563985049725,2.0244258902966976,0.8052981942892075
4471,Mohamed Diamé,2014,Sub,3,0,1,52,0.0179216004908084,0,0.0,0,West Ham,0,0,0,0.0179216004908084,0.1137119978666305,0.0957901030778884
4472,Marvin Sordell,2014,Sub,14,0,3,271,0.1581116039305925,0,0.1310485005378723,2,Burnley,2,0,0,0.1581116039305925,0.2891599014401436,0.0
4473,William Buckley,2014,Sub,22,0,3,858,0.1758511047810316,2,1.460556786507368,12,Sunderland,2,0,0,0.1758511047810316,2.875660864636302,1.9490581396967173
4475,Jed Steer,2021,GK,1,0,0,90,0.0,0,0.0,0,Aston Villa,0,0,0,0.0,0.010699899867177,0.010699899867177
4475,Jed Steer,2019,GK,1,0,0,7,0.0,0,0.0,0,Aston Villa,0,0,0,0.0,0.0,0.0
4475,Jed Steer,2014,GK,1,0,0,90,0.0,0,0.0,0,Aston Villa,0,0,0,0.0,0.1009569987654686,0.1009569987654686
4476,Callum Robinson,2020,FW,28,5,31,1580,3.2030633613467216,0,1.0499622896313667,16,West Bromwich Albion,0,0,5,3.2030633613467216,5.216542601585388,1.5963358916342258
4476,Callum Robinson,2019,FW,16,1,12,674,1.5612489879131315,1,0.6526461057364941,4,Sheffield United,1,0,1,1.5612489879131315,2.835602728649974,0.7018378023058176
4479,Jason Davidson,2014,Sub,2,0,0,101,0.0,0,0.0524008013308048,1,West Bromwich Albion,0,0,0,0.0,0.0524008013308048,0.0
4481,Isaiah Brown,2017,ML,13,0,1,296,0.0928499996662139,0,0.7915277034044266,6,Brighton,0,0,0,0.0928499996662139,0.3268494000658393,0.1805319031700492
4481,Isaiah Brown,2014,Sub,1,0,0,8,0.0,0,0.0,0,Chelsea,0,0,0,0.0,0.0,0.0
4483,Sam Gallagher,2018,Sub,4,0,0,30,0.0,0,0.0,0,Southampton,0,0,0,0.0,0.0,0.0
4485,José Pozo,2014,FW,3,0,3,141,0.5196045003831387,0,0.1819099932909011,2,Manchester City,0,0,0,0.5196045003831387,0.6281039863824844,0.0309116002172231
4487,Jerome Thomas,2014,Sub,1,0,0,5,0.0,0,0.0,0,Crystal Palace,0,0,0,0.0,0.0,0.0
4488,Barry Bannan,2014,MR,7,0,2,137,0.0343653997406363,0,0.1498096995055675,3,Crystal Palace,1,0,0,0.0343653997406363,0.1412105001509189,0.1207520999014377
4489,Oussama Assaidi,2014,Sub,9,0,5,202,0.2824720963835716,1,0.1809542011469602,3,Stoke,1,0,0,0.2824720963835716,0.5356971994042397,0.0722709987312555
4490,Semi Ajayi,2020,DC,33,2,13,2773,1.7337960172444582,0,0.51046640612185,7,West Bromwich Albion,3,1,2,1.7337960172444582,4.629277691245079,3.112332258373499
4491,Emmanuel Mayuka,2014,Sub,5,0,0,39,0.0,0,0.0120043996721506,1,Southampton,0,0,0,0.0,0.0365817993879318,0.0245773997157812
4492,José Enrique,2014,Sub,4,0,1,201,0.0123947998508811,0,0.0608837008476257,2,Liverpool,0,0,0,0.0123947998508811,0.8027419969439507,0.763011984527111
4493,Jozy Altidore,2014,Sub,11,0,7,289,0.3541574999690056,0,0.0460365992039442,3,Sunderland,0,0,0,0.3541574999690056,0.4926674030721187,0.0924737006425857
4495,Liam Moore,2014,DC,11,0,4,934,0.7805151119828224,0,0.0113374004140496,1,Leicester,4,0,0,0.7805151119828224,1.1104077147319913,0.4594013132154941
4497,Anthony Knockaert,2018,MR,30,2,27,1823,2.1101625114679337,6,4.206585308536887,35,Brighton,4,1,2,2.1101625114679337,5.284967917948961,2.7696708887815475
4497,Anthony Knockaert,2017,Sub,33,3,46,2433,4.248457320034504,1,3.075597818940878,32,Brighton,4,1,3,4.248457320034504,8.72051627188921,3.1949113737791777
4497,Anthony Knockaert,2014,ML,9,0,8,324,0.8844657093286514,0,0.166900098323822,2,Leicester,0,0,0,0.8844657093286514,1.109160490334034,0.2769537977874279
4499,Georgios Samaras,2014,Sub,5,0,1,59,0.0683377012610435,0,0.0,0,West Bromwich Albion,0,0,0,0.0683377012610435,0.566208504140377,0.4978708028793335
4500,Kevin Doyle,2014,Sub,3,0,0,30,0.0,0,0.0,0,Crystal Palace,0,0,0,0.0,0.1878000050783157,0.1878000050783157
4503,Ricardo Vaz Te,2014,AML,4,0,7,225,1.084789913147688,0,0.2327760010957718,3,West Ham,0,0,0,1.084789913147688,0.7769089937210083,0.565668985247612
4505,Sebastián Blanco,2014,Sub,3,0,2,30,0.0398552007973194,0,0.0,0,West Bromwich Albion,1,0,0,0.0398552007973194,0.0398552007973194,0.0
4507,Haris Vuckic,2014,Sub,1,0,0,7,0.0,0,0.0,0,Newcastle United,0,0,0,0.0,0.0,0.0
4508,Darren Bent,2014,Sub,7,0,1,70,0.0577308982610702,0,0.0082178199663758,1,Aston Villa,0,0,0,0.0577308982610702,0.065948718227446,0.0
