player_id,name,season,position,games,goals,shots,time,xG,assists,xA,key_passes,team,yellow,red,npg,npxG,xGChain,xGBuildup
743,Dwight Gayle,2020,Sub,18,1,16,483,2.929792396724224,1,0.2755555026233196,6,Newcastle United,0,0,1,2.929792396724224,3.037845218554139,0.5140487160533667
743,Dwight Gayle,2019,Sub,20,4,23,856,4.639504801481962,2,0.8900674963369966,6,Newcastle United,2,0,4,4.639504801481962,5.124928418546915,1.8412651643157003
743,Dwight Gayle,2017,FW,35,6,57,1968,9.672669507563114,3,2.3920685946941376,21,Newcastle United,3,0,6,9.672669507563114,11.0678196195513,1.839150009676814
743,Dwight Gayle,2015,FW,16,3,22,755,3.890564911067486,0,0.71475759614259,8,Crystal Palace,1,1,3,3.890564911067486,4.844457071274519,0.9086993029341102
743,Dwight Gayle,2014,Sub,25,5,30,1069,5.163300700485706,1,0.7665089014917612,16,Crystal Palace,1,0,4,4.402129657566547,3.3746648989617825,0.8092566914856434
744,Steven Berghuis,2015,Sub,9,0,8,210,0.8419065782800317,2,0.8893931917846203,8,Watford,2,0,0,0.8419065782800317,1.633953004144132,0.773895712569356
745,Kasper Schmeichel,2021,GK,37,0,0,3330,0.0,0,0.0158692002296447,1,Leicester,1,0,0,0.0,5.707257926464081,5.691388323903084
745,Kasper Schmeichel,2020,GK,38,0,0,3420,0.0,0,0.0,0,Leicester,0,0,0,0.0,3.8688182500191033,3.8688182500191033
745,Kasper Schmeichel,2019,GK,38,0,1,3420,0.0185576993972063,0,0.3644336988218128,3,Leicester,2,0,0,0.0185576993972063,3.875910766422749,3.518941454589367
745,Kasper Schmeichel,2018,GK,38,0,1,3420,0.0807150974869728,0,0.2929759919643402,1,Leicester,3,0,0,0.0807150974869728,3.7830665819346905,3.4900906197726727
745,Kasper Schmeichel,2017,GK,33,0,0,2968,0.0,0,0.056529700756073,1,Leicester,2,0,0,0.0,3.881414839997888,3.824884811416268
745,Kasper Schmeichel,2016,GK,30,0,0,2668,0.0,0,0.0,0,Leicester,1,0,0,0.0,0.9501884961500764,0.9501884961500764
745,Kasper Schmeichel,2015,GK,38,0,0,3420,0.0,0,0.3699235003441572,5,Leicester,2,0,0,0.0,3.289773276075721,2.919850179925561
745,Kasper Schmeichel,2014,GK,24,0,0,2160,0.0,0,0.0750274006277322,2,Leicester,0,0,0,0.0,0.9568508761003612,0.942747880704701
746,Danny Simpson,2018,Sub,6,0,0,288,0.0,0,0.025306399911642,1,Leicester,0,0,0,0.0,0.3342661075294018,0.3089596284553408
746,Danny Simpson,2017,DR,28,0,3,2325,0.1328608989715576,0,0.1542365960776806,5,Leicester,4,0,0,0.1328608989715576,3.445119297131896,3.1924013011157517
746,Danny Simpson,2016,DR,35,0,2,2994,0.1069530043751001,2,0.8389066997915506,11,Leicester,12,0,0,0.1069530043751001,4.835922872647643,4.295953072607517
746,Danny Simpson,2015,DR,30,0,7,2620,0.7629526928067207,0,0.3491460923105478,6,Leicester,3,1,0,0.7629526928067207,4.6956237107515335,3.740172613412142
746,Danny Simpson,2014,Sub,14,0,2,1186,0.0440590996295213,0,0.4562433883547783,4,Leicester,4,0,0,0.0440590996295213,0.9332379922270776,0.8350171931087971
746,Danny Simpson,2014,DMR,1,0,0,71,0.0,0,0.0132178999483585,1,Queens Park Rangers,0,0,0,0.0,0.0326560996472835,0.0326560996472835
747,Robert Huth,2016,DC,33,2,26,2932,2.030397089198232,2,1.5547647550702095,6,Leicester,9,0,2,2.030397089198232,3.803451405838132,2.953204605728388
747,Robert Huth,2015,DC,35,3,28,3150,3.4519033562392,0,0.6899090297520161,2,Leicester,8,0,3,3.4519033562392,4.601796895265579,3.9647810012102127
747,Robert Huth,2014,DC,14,1,16,1184,1.1736510153859854,0,0.0,0,Leicester,2,0,1,1.1736510153859854,0.9506201222538948,0.8520779274404049
747,Robert Huth,2014,Sub,1,0,0,2,0.0,0,0.0,0,Stoke,0,0,0,0.0,0.0,0.0
748,Wes Morgan,2020,Sub,3,0,0,13,0.0,0,0.0,0,Leicester,0,0,0,0.0,0.1446129977703094,0.1446129977703094
748,Wes Morgan,2019,Sub,11,0,4,418,0.5963817164301872,0,0.0,0,Leicester,0,0,0,0.5963817164301872,1.203891821205616,0.7507608011364937
748,Wes Morgan,2018,DC,22,3,14,1932,1.5354553125798702,0,0.1385540999472141,3,Leicester,1,2,3,1.5354553125798702,2.3829683237709105,2.275230022612959
748,Wes Morgan,2017,DC,32,0,12,2817,1.927958566695452,0,0.4055636972188949,5,Leicester,4,0,0,1.927958566695452,3.247294189408421,3.031662752851844
748,Wes Morgan,2016,DC,27,1,14,2430,1.8657884895801544,0,0.131089499220252,4,Leicester,3,0,1,1.8657884895801544,2.1027577333152294,2.0123785473406315
748,Wes Morgan,2015,DC,38,2,21,3420,3.00750370323658,0,0.0531145986169576,2,Leicester,3,0,2,3.00750370323658,3.1742845699191093,3.08955767005682
748,Wes Morgan,2014,DC,37,2,25,3293,2.2818113109096885,2,0.9166025705635548,6,Leicester,1,1,2,2.2818113109096885,2.868493176996708,2.129898101091385
749,Christian Fuchs,2020,Sub,9,0,4,703,0.0737314987927675,0,0.0130155999213457,1,Leicester,4,0,0,0.0737314987927675,2.7238509003072977,2.665548980236053
749,Christian Fuchs,2019,DL,11,0,5,760,0.1832247991114854,0,0.1009339988231659,2,Leicester,0,0,0,0.1832247991114854,4.192032672464848,4.115170694887638
749,Christian Fuchs,2018,DL,3,0,2,204,0.0609567984938621,0,0.2042557001113891,6,Leicester,0,0,0,0.0609567984938621,0.4371860027313232,0.2425119951367378
749,Christian Fuchs,2017,DL,25,0,11,1917,0.5828047916293144,1,0.9761433023959398,19,Leicester,1,0,0,0.5828047916293144,2.8725530821830034,2.24217957444489
749,Christian Fuchs,2016,DL,36,2,21,3108,1.3513160282745955,4,3.4672655882313848,38,Leicester,10,0,2,1.3513160282745955,6.171519406139851,4.742113219574094
749,Christian Fuchs,2015,Sub,32,0,19,2706,0.8510159999132156,4,4.107187246903777,45,Leicester,4,0,0,0.8510159999132156,6.1988860461860895,4.834318170323968
750,Riyad Mahrez,2022,Sub,30,5,43,1941,5.864552567712963,10,6.157492842525244,51,Manchester City,2,0,4,5.1033805115148425,18.33359582722187,11.644092932343485
750,Riyad Mahrez,2021,FWR,28,11,61,1468,10.123590916395187,5,3.9328212067484856,40,Manchester City,0,0,7,6.317741796374321,14.36690728366375,6.279024379327893
750,Riyad Mahrez,2020,AMR,27,9,58,1961,6.232445145025849,6,6.086521776393056,45,Manchester City,0,0,9,6.232445145025849,18.8463224247098,9.170802794396876
750,Riyad Mahrez,2019,FWR,33,11,74,1938,8.649655694141984,9,11.059849355369806,60,Manchester City,0,0,10,7.888486390933394,27.765530444681644,13.28587632998824
750,Riyad Mahrez,2018,AMR,27,7,54,1333,6.61693406291306,4,5.006450802087784,24,Manchester City,0,0,7,5.855765061452985,14.370971381664276,6.827348282560706
750,Riyad Mahrez,2017,MR,36,12,74,2977,6.613530645146966,10,7.551042467355728,57,Leicester,2,0,12,6.613530645146966,15.855965666472912,6.466543274000287
750,Riyad Mahrez,2016,MR,36,6,76,2859,8.950818019919097,3,6.248245885595679,52,Leicester,4,0,3,5.144971984438598,12.870516391471028,4.793384972028434
750,Riyad Mahrez,2015,ML,37,17,86,3087,11.88214811310172,11,11.454100407660007,68,Leicester,1,0,13,7.315134212374687,21.18505117855966,7.174406236037612
750,Riyad Mahrez,2014,MR,30,4,63,2091,4.923194195143879,3,6.056509723886848,44,Leicester,0,0,4,4.923194195143879,11.14942330494523,3.29692639131099
751,N'Golo Kanté,2022,MC,7,0,8,526,0.308291532099247,1,2.0793348141014576,13,Chelsea,1,0,0,0.308291532099247,4.500326216220856,2.9872678965330124
751,N'Golo Kanté,2021,Sub,26,2,17,1787,1.7649728190153835,4,2.2009877003729343,24,Chelsea,2,0,2,1.7649728190153835,12.655163131654264,8.97931701876223
751,N'Golo Kanté,2020,DMC,30,0,10,2142,0.7004625108093023,2,1.2067134976387024,22,Chelsea,7,0,0,0.7004625108093023,10.102663565427063,8.441410657018423
751,N'Golo Kanté,2019,Sub,22,3,18,1733,1.543913054279983,0,1.5202725995332005,27,Chelsea,4,0,3,1.543913054279983,7.209239611402154,4.837984642013907
751,N'Golo Kanté,2018,MC,36,4,29,3103,3.0337284123525023,4,3.732989713549614,46,Chelsea,3,0,4,3.0337284123525023,17.044977359473705,12.484971459954975
751,N'Golo Kanté,2017,MC,34,1,25,3005,0.7318645026534796,1,3.633253114297986,41,Chelsea,3,0,1,0.7318645026534796,15.90216477960348,13.823775827884674
751,N'Golo Kanté,2016,DMC,35,1,27,3141,2.168148285709321,1,1.8752306448295712,22,Chelsea,9,0,1,2.168148285709321,14.04937507584691,11.896485097706318
751,N'Golo Kanté,2015,Sub,37,1,21,3011,0.5621250942349434,4,2.7279574144631624,30,Leicester,3,0,1,0.5621250942349434,11.133838042616844,8.64429540000856
752,Daniel Drinkwater,2019,MC,4,0,2,270,0.0982685014605522,0,0.0402861014008522,1,Aston Villa,1,0,0,0.0982685014605522,0.8360581956803799,0.7377896942198277
752,Daniel Drinkwater,2019,MC,1,0,0,61,0.0,0,0.0,0,Burnley,0,0,0,0.0,0.0,0.0
752,Daniel Drinkwater,2017,Sub,12,1,6,519,0.1754119964316487,0,0.2692181952297687,5,Chelsea,0,0,1,0.1754119964316487,2.6733907610178,2.324198856949806
752,Daniel Drinkwater,2016,MC,29,1,31,2466,1.143527909182012,1,1.121955804526806,15,Leicester,6,0,1,1.143527909182012,6.518814432434738,5.1742516392841935
752,Daniel Drinkwater,2015,MC,35,2,41,3045,2.187858287245035,7,5.324235362932086,44,Leicester,3,1,2,2.187858287245035,14.482194758951664,10.150261309929192
752,Daniel Drinkwater,2014,MC,23,0,15,1476,0.534087891690433,0,0.7189151574857533,9,Leicester,1,0,0,0.534087891690433,3.895763428416103,3.2558154836297035
753,Marc Albrighton,2022,Sub,6,1,2,232,0.4420046992599964,0,0.5711894929409027,6,Leicester,0,0,1,0.4420046992599964,2.0923749804496765,1.671343982219696
753,Marc Albrighton,2021,MR,17,1,4,1113,0.4875654093921184,2,1.6947175050154328,11,Leicester,3,0,1,0.4875654093921184,4.001694183796644,2.970209274441004
753,Marc Albrighton,2020,Sub,31,1,21,1731,1.246731299906969,5,4.036377124488354,38,Leicester,2,0,1,1.246731299906969,8.017674952745438,5.142706813290715
753,Marc Albrighton,2019,Sub,20,0,10,860,0.4460920002311468,3,2.2903373278677464,20,Leicester,2,0,0,0.4460920002311468,4.42047256231308,2.3780248276889324
753,Marc Albrighton,2018,AMR,27,2,19,1625,1.063951208256185,2,2.988251269795001,29,Leicester,3,0,2,1.063951208256185,5.236805399879813,2.29350558668375
753,Marc Albrighton,2017,ML,34,2,20,2551,1.6331818122416737,7,5.699213662184775,47,Leicester,5,1,2,1.6331818122416737,10.115601350553334,5.132043182849884
753,Marc Albrighton,2016,ML,33,2,21,2449,1.282536887563765,6,4.638040881603956,47,Leicester,5,0,2,1.282536887563765,6.39722306560725,2.8114807195961475
753,Marc Albrighton,2015,MR,38,2,42,2796,2.549340220168233,6,8.095411790534854,62,Leicester,4,0,2,2.549340220168233,11.863627067767084,4.015349085442722
753,Marc Albrighton,2014,Sub,18,2,14,1011,1.3866986893117428,3,3.893738207407296,31,Leicester,3,0,2,1.3866986893117428,6.103297988884151,3.256588274613023
754,Shinji Okazaki,2018,Sub,21,0,5,249,0.2803470958024263,1,0.1141719967126846,1,Leicester,0,0,0,0.2803470958024263,1.2933874111622572,1.067800210788846
754,Shinji Okazaki,2017,AMC,27,6,28,1340,7.492761306464672,2,1.8460099026560783,15,Leicester,2,0,6,7.492761306464672,8.057245846837759,1.1135969758033752
754,Shinji Okazaki,2016,Sub,30,3,29,1594,2.964745203964412,1,1.240434980019927,14,Leicester,1,0,3,2.964745203964412,5.195507389493287,2.084342498332262
754,Shinji Okazaki,2015,FW,36,5,46,2105,8.607688304968178,0,1.1344577930867672,20,Leicester,1,0,5,8.607688304968178,11.455137183889748,3.896103553473949
755,Jamie Vardy,2024,FW,5,2,3,421,1.3476219773292542,0,0.1316781267523765,2,Leicester,1,0,2,1.3476219773292542,1.4793001040816307,0.0
755,Jamie Vardy,2022,FW,37,3,28,1832,6.644154226407409,4,1.7369483597576618,14,Leicester,1,0,3,5.882985373958945,8.837213728576899,1.423075446859002
755,Jamie Vardy,2021,FW,25,15,54,1807,9.991950891911983,2,1.6055144965648651,18,Leicester,2,0,15,9.991950891911983,12.636008812114596,1.9982727896422148
755,Jamie Vardy,2020,FW,34,15,82,2848,19.942946769297123,9,5.08788326010108,28,Leicester,1,0,7,13.09242221340537,18.22790863364935,2.412587182596326
755,Jamie Vardy,2019,FW,35,23,89,3034,18.903520427644253,5,6.368295930325985,32,Leicester,3,0,19,15.097683936357498,21.0266046281904,1.7243402246385813
755,Jamie Vardy,2018,Sub,34,18,79,2740,19.115979686379436,4,5.137331535108388,32,Leicester,3,1,14,15.310135943815112,20.78256707079709,1.9056932497769596
755,Jamie Vardy,2017,FW,37,20,70,3269,15.26695853471756,1,3.63082717359066,33,Leicester,3,0,15,10.69998712092638,15.584632940590382,1.9777403054758904
755,Jamie Vardy,2016,FW,35,13,53,2822,9.94716601073742,5,4.675951764918864,31,Leicester,2,1,13,9.94716601073742,14.123065508902071,2.7869280222803354
755,Jamie Vardy,2015,FW,36,24,115,3154,22.13541193306446,6,6.267153458669782,48,Leicester,5,1,19,17.568440221250057,24.59597455151379,2.8863563239574432
755,Jamie Vardy,2014,Sub,34,5,48,2261,7.851607173681259,8,5.182644807733595,35,Leicester,5,0,5,7.851607173681259,14.46845928300172,2.142568165436387
756,Leonardo Ulloa,2017,Sub,10,1,2,251,0.5933402217924595,0,0.2092032032087445,7,Brighton,0,0,1,0.5933402217924595,1.0959576964378357,0.3659404888749122
756,Leonardo Ulloa,2017,Sub,4,0,1,13,0.0893286019563674,0,0.0,0,Leicester,0,0,0,0.0893286019563674,0.0,0.0
756,Leonardo Ulloa,2016,Sub,16,1,11,412,1.90044217556715,0,0.1030394025146961,2,Leicester,0,0,1,1.90044217556715,1.4736188910901546,0.6307167010381818
756,Leonardo Ulloa,2015,Sub,29,6,34,942,6.906455801799893,2,1.466686885803938,14,Leicester,0,0,5,6.145286785438657,9.50502722337842,3.4823984522372484
756,Leonardo Ulloa,2014,FW,37,11,49,2434,8.923917897045612,3,3.7919961232692,36,Leicester,3,0,9,7.401579953730106,9.963016589172184,2.509369770996273
757,Jeffrey Schlupp,2024,Sub,4,0,0,11,0.0,0,0.3177528977394104,1,Crystal Palace,0,0,0,0.0,0.3919431865215301,0.0741902887821197
757,Jeffrey Schlupp,2023,AML,29,2,19,1370,1.8823988568037748,2,2.1711694821715355,18,Crystal Palace,1,0,2,1.8823988568037748,6.629315219819546,2.9410562105476856
757,Jeffrey Schlupp,2022,DMC,34,3,28,2562,3.445598446764052,1,2.2960132341831923,18,Crystal Palace,7,0,3,3.445598446764052,6.818669021129608,4.326487619429827
757,Jeffrey Schlupp,2021,ML,32,4,33,1836,3.629619141109288,1,2.0314666628837585,18,Crystal Palace,1,0,4,3.629619141109288,7.059725772589445,2.934892719611525
757,Jeffrey Schlupp,2020,ML,27,2,18,1424,2.015110921114683,3,2.5725832264870405,18,Crystal Palace,3,0,2,2.015110921114683,5.158031335100532,3.4669602159410715
757,Jeffrey Schlupp,2019,Sub,17,3,18,1035,2.184974259696901,1,0.9487967919558288,7,Crystal Palace,2,0,3,2.184974259696901,3.242850081063807,1.1285282894968989
757,Jeffrey Schlupp,2018,ML,30,4,28,1650,3.303492821753025,1,1.4070396767929196,16,Crystal Palace,1,0,4,3.303492821753025,7.35320089943707,3.3193366676568985
757,Jeffrey Schlupp,2017,Sub,24,0,15,1753,1.0350670386105776,1,1.1780938170850277,12,Crystal Palace,3,0,0,1.0350670386105776,2.7598756486549973,1.4783187145367265
757,Jeffrey Schlupp,2016,DL,15,0,3,995,0.1036892980337143,0,0.2936706021428108,4,Crystal Palace,0,0,0,0.1036892980337143,2.509133625775576,2.3816067297011614
757,Jeffrey Schlupp,2016,Sub,4,0,0,134,0.0,0,0.1005960032343864,2,Leicester,0,0,0,0.0,0.2528260014951229,0.2445931993424892
757,Jeffrey Schlupp,2015,DL,24,1,26,1383,1.9894177075475452,2,2.20846017356962,17,Leicester,4,0,1,1.9894177075475452,5.975850388407707,2.508394160307944
757,Jeffrey Schlupp,2014,Sub,32,3,40,2557,2.2991078859195118,2,1.545492778532207,23,Leicester,4,0,3,2.2991078859195118,7.155158307403326,3.824513129889965
758,Mark Schwarzer,2014,GK,6,0,0,540,0.0,0,0.0,0,Leicester,0,0,0,0.0,0.0106046004220843,0.0106046004220843
759,Daniel Amartey,2022,DC,20,0,6,1615,1.054015912115574,0,0.4650263823568821,5,Leicester,1,0,0,1.054015912115574,3.991525309160352,3.8186524361372
759,Daniel Amartey,2021,DC,28,0,2,2111,0.0228546299040317,0,0.2451006025075912,4,Leicester,4,0,0,0.0228546299040317,4.304972453974187,4.282117635942996
759,Daniel Amartey,2020,DC,12,1,3,714,0.5421725064516068,0,0.0,0,Leicester,2,0,1,0.5421725064516068,2.5317340046167374,2.4568770080804825
759,Daniel Amartey,2018,DR,9,0,4,637,0.4685512967407703,0,0.1066916994750499,3,Leicester,2,0,0,0.4685512967407703,1.1717179948464036,1.0972910011187196
759,Daniel Amartey,2017,Sub,8,0,0,487,0.0,0,0.0,0,Leicester,0,1,0,0.0,0.2707025948911905,0.2707025948911905
759,Daniel Amartey,2016,Sub,24,1,14,1651,0.829638198018074,1,0.5581089816987514,15,Leicester,3,0,1,0.829638198018074,2.941050013527274,2.098857215605676
759,Daniel Amartey,2015,DR,5,0,1,98,0.3933579921722412,0,0.0586096011102199,1,Leicester,0,0,0,0.3933579921722412,1.3948473036289215,1.001487284898758
760,Marcin Wasilewski,2016,DC,1,0,0,90,0.0,0,0.0,0,Leicester,0,0,0,0.0,0.0,0.0
760,Marcin Wasilewski,2015,DC,4,0,1,300,0.0286359991878271,0,0.0,0,Leicester,2,0,0,0.0286359991878271,0.1266420967876911,0.1266420967876911
760,Marcin Wasilewski,2014,DC,25,1,12,1985,1.421762079000473,1,0.8871919047087431,6,Leicester,6,0,1,1.421762079000473,2.425548592582345,1.985406396910548
761,Gökhan Inler,2015,MC,5,0,2,195,0.0359413996338844,0,0.0299472007900476,1,Leicester,0,0,0,0.0359413996338844,0.4460129868239164,0.3801246918737888
762,Demarai Gray,2022,MR,33,4,59,2520,6.325153514742851,1,3.608845199458301,36,Everton,3,0,2,4.802815888077021,9.126681806519628,3.215145505964756
762,Demarai Gray,2021,AMC,34,5,65,2366,4.3363886419683695,4,4.429345730692148,42,Everton,3,0,5,4.3363886419683695,10.400985466316342,3.428600884974003
762,Demarai Gray,2020,Sub,1,0,1,17,0.0579720996320247,0,0.0,0,Leicester,0,0,0,0.0579720996320247,0.0270333997905254,0.0270333997905254
762,Demarai Gray,2019,Sub,21,2,23,580,2.767193015664816,3,2.233956135809421,16,Leicester,1,0,2,2.0060279928147797,4.8194464184343815,1.811532985419035
762,Demarai Gray,2018,AML,34,4,47,2009,4.561490574851632,1,0.9842575751245022,17,Leicester,2,0,4,4.561490574851632,9.417315747588871,4.204089043661952
762,Demarai Gray,2017,Sub,35,3,36,1680,2.6410223077982664,1,3.2531555984169245,27,Leicester,2,0,3,2.6410223077982664,8.218314751982689,3.4607090139761567
762,Demarai Gray,2016,ML,30,1,27,1015,0.9837647201493382,3,1.7882255781441927,17,Leicester,2,0,1,0.9837647201493382,3.5516433231532574,1.2206886252388358
762,Demarai Gray,2015,AML,12,0,5,163,0.5406618043780327,1,1.242211502045393,6,Leicester,0,0,0,0.5406618043780327,2.4951926581561565,0.8116410858929157
763,Robert Elliot,2017,GK,16,0,0,1440,0.0,0,0.0,0,Newcastle United,0,0,0,0.0,0.7621870897710323,0.7621870897710323
