id,goals,own_goals,shots,xG,time,player_id,team_id,position,player,h_a,yellow_card,red_card,roster_in,roster_out,key_passes,assists,xA,xGChain,xGBuildup,positionOrder,match_id,season,side
57292,0,0,0,0.0,90,513,78,DL,Pape Souaré,a,0,0,0,0,1,1,0.3214739859104156,1.1051499843597412,1.1051499843597412,4,85,2015,a
57293,1,0,1,0.3921380043029785,74,522,78,MR,Wilfried Zaha,a,0,0,57300,0,0,0,0.0,1.047719955444336,0.6555789709091187,8,85,2015,a
57294,1,0,2,0.4162479937076568,90,516,78,MC,Yohan Cabaye,a,0,0,0,0,1,0,0.1321270018815994,1.5722099542617798,1.155959963798523,9,85,2015,a
57295,0,0,0,0.0,90,633,78,MC,James McArthur,a,0,0,0,0,3,1,0.4788669943809509,1.2426899671554563,0.7638220191001892,9,85,2015,a
57296,0,0,1,0.0590648986399173,90,514,78,ML,Jason Puncheon,a,0,0,0,0,2,1,0.4506289958953857,1.7295600175857544,1.6705000400543213,10,85,2015,a
57297,0,0,2,0.1560100018978119,75,632,78,AMC,Jordon Mutch,a,0,0,57299,0,0,0,0.0,0.7877050042152405,0.6316959857940674,12,85,2015,a
57298,0,0,1,0.6316959857940674,84,882,78,FW,Glenn Murray,a,0,0,57301,0,2,0,0.0358921997249126,0.6675879955291748,0.0,15,85,2015,a
57300,0,0,1,0.0626183003187179,16,518,78,Sub,Yannick Bolasie,a,0,0,0,57293,0,0,0.0,0.0626183003187179,0.0,17,85,2015,a
57301,0,0,1,0.05849190056324,6,519,78,Sub,Connor Wickham,a,0,0,0,57298,0,0,0.0,0.4747399985790252,0.4747399985790252,17,85,2015,a
57299,0,0,0,0.0,15,515,78,Sub,Mile Jedinak,a,0,0,0,57297,0,0,0.0,0.0,0.0,17,85,2015,a
57136,0,0,0,0.0,54,680,80,GK,Thibaut Courtois,h,0,1,0,0,0,0,0.0,0.0,0.0,1,86,2015,h
57137,0,0,3,0.1528100073337555,90,682,80,DR,Branislav Ivanovic,h,0,0,0,0,0,0,0.0,0.1633760035037994,0.1311029940843582,2,86,2015,h
57139,0,0,0,0.0,90,699,80,DC,Gary Cahill,h,0,0,0,0,0,0,0.0,0.102913998067379,0.102913998067379,3,86,2015,h
57138,0,0,0,0.0,90,917,80,DC,John Terry,h,1,0,0,0,0,0,0.0,0.102913998067379,0.102913998067379,3,86,2015,h
57140,0,0,0,0.0,90,681,80,DL,César Azpilicueta,h,0,0,0,0,0,0,0.0,0.0697216987609863,0.0697216987609863,4,86,2015,h
57142,0,0,1,0.0529440008103847,78,686,80,DMC,Cesc Fàbregas,h,0,0,57149,0,1,0,0.1205369979143142,0.1375219970941543,0.0845780968666076,7,86,2015,h
57141,0,0,1,0.0146816000342369,90,697,80,DMC,Nemanja Matic,h,0,0,0,0,0,0,0.0,0.081825703382492,0.0671441033482551,7,86,2015,h
57143,0,0,1,0.0342116989195346,86,700,80,AMR,Willian,h,0,0,57148,0,4,0,0.1881310045719146,0.2727090120315552,0.0503664016723632,11,86,2015,h
57144,1,0,2,0.1772049963474273,56,692,80,AMC,Oscar,h,0,0,57147,0,0,0,0.0,0.2398139983415603,0.1033099964261055,12,86,2015,h
57145,0,0,1,0.102913998067379,90,701,80,AML,Eden Hazard,h,0,0,0,0,2,0,0.0807363986968994,0.2495120018720626,0.065861701965332,13,86,2015,h
57146,0,0,1,0.0503664016723632,90,802,80,FW,Diego Costa,h,0,0,0,0,1,0,0.0342116989195346,0.1674109995365142,0.1170440018177032,15,86,2015,h
57148,0,0,1,0.0660547986626625,4,696,80,Sub,Falcao,h,0,0,0,57143,0,0,0.0,0.0660547986626625,0.0,17,86,2015,h
57149,0,0,0,0.0,12,935,80,Sub,Kurt Zouma,h,0,0,0,57142,0,0,0.0,0.0660547986626625,0.0660547986626625,17,86,2015,h
57147,0,0,0,0.0,34,694,80,Sub,Asmir Begovic,h,0,0,0,57144,0,0,0.0,0.0,0.0,17,86,2015,h
57150,0,0,0,0.0,90,706,84,GK,Lukasz Fabianski,a,0,0,0,0,0,0,0.0,0.3913410007953644,0.3913410007953644,1,86,2015,a
57151,0,0,0,0.0,90,718,84,DR,Kyle Naughton,a,0,0,0,0,0,0,0.0,0.4158659875392914,0.4158659875392914,2,86,2015,a
