id,league,season,club_name,home_away,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
74,EPL,2014,Southampton,a,0.348109,1.64129,0.348109,1.64129,3.6666666666666665,13.909090909090908,8,5,0,2,0.307,l,2015-05-09 15:00:00,0,0,1,0,-1.293181
74,EPL,2014,Southampton,h,3.59558,1.18593,3.59558,1.18593,10.535714285714286,18.875,6,3,6,1,2.7044,w,2015-05-16 12:45:00,1,0,0,3,2.40965
74,EPL,2014,Southampton,a,0.775853,2.44073,0.775853,2.44073,10.25,7.444444444444445,5,15,0,2,0.2825999999999999,l,2015-05-24 15:00:00,0,0,1,0,-1.6648769999999995
75,EPL,2014,Leicester,h,1.2783,0.613273,1.2783,0.613273,14.48,11.6875,1,15,2,2,1.9461,d,2014-08-16 15:00:00,0,1,0,1,0.665027
75,EPL,2014,Leicester,a,0.550894,2.02939,0.550894,2.02939,9.15625,7.052631578947368,1,12,0,2,0.3517,l,2014-08-23 15:00:00,0,0,1,0,-1.4784959999999998
75,EPL,2014,Leicester,h,0.809743,2.29649,0.809743,2.29649,11.0,7.5,4,13,1,1,0.4139,d,2014-08-31 16:00:00,0,1,0,1,-1.4867469999999998
75,EPL,2014,Leicester,a,0.598313,1.64782,0.598313,1.64782,12.210526315789474,6.782608695652174,6,8,1,0,0.5635,w,2014-09-13 15:00:00,1,0,0,3,-1.0495070000000002
75,EPL,2014,Leicester,h,2.5422,1.71191,1.01986,1.71191,12.391304347826088,6.6923076923076925,6,7,5,3,1.9713,w,2014-09-21 13:30:00,1,0,0,3,-0.69205
75,EPL,2014,Leicester,a,0.453547,2.1144,0.453547,2.1144,7.4375,8.96551724137931,5,1,0,2,0.1793,l,2014-09-27 15:00:00,0,0,1,0,-1.660853
75,EPL,2014,Leicester,h,1.57773,0.957718,1.57773,0.957718,7.65,6.724137931034483,1,9,2,2,1.8726,d,2014-10-04 15:00:00,0,1,0,1,0.6200120000000001
75,EPL,2014,Leicester,a,0.650379,2.1929,0.650379,2.1929,10.0,6.0344827586206895,5,5,0,1,0.3494,l,2014-10-18 15:00:00,0,0,1,0,-1.5425209999999998
